url,Product_Name,Data sheets,Scraped Text,General text,Features,Technical Specifications
https://www.kongsberg.com/maritime/products/commercial-fisheries/simrad-trawl-sonars/fm90/,Simrad FM90,,"With a class-leading real-time image refresh rate, the FM90 provides a detailed live representation of the trawl. This fast refresh rate allows better trawl positioning so that you can maximise your catch and reduce the potential for expensive damage.
Key features

Real-time net picture
Superior bottom picture
Simplified software with automatic adjustments
Trawl and PI/PX sensor export to Serial Port or Ethernet Port
No dongle required to operate software
Convenient lift handles on Deployment Pack
High-visibility confirmation of Deployment Pack orientation during net launch
Easy access to third-wire connector
Fast flooding and draining of the Deployment Pack
No moving parts means less maintenance
Compatible with Simrad PI/PX catch monitoring sensors

Check out the features provided with our latest software release

The following screen capture shows a typical catch situation with the FM90 in use. In the largest window of the display you can clearly see the trawl opening and the bottom. The view on the left side shows the echogram from one of the built-in echo sounders. On the right-hand side, you can see information from the catch monitoring sensors in use.



System description
The FM90 has a fast refresh rate that allows you to view the sonar images in real time. The FM90 enables use of your existing PI/PX catch monitoring sensors. It operates equally well in the water column and close to the bottom.
The FM90 Multibeam Trawl Sonar offers many advantages over conventional mechanically-scanning trawl sonars in most applications. However, it is not a complete replacement in some applications. We recommend the FM90 mainly for surface, pelagic, and semi-pelagic trawling on soft bottom. For bottom trawling and trawling on hard bottom we recommend the FS70 Trawl Sonar.
The FM90 Sonar communicates with the vessel by means of a third-wire system using very high bit-rate digital subscriber line (VDSL2) communication, transmitting real-time images of the net opening at rapid refresh rates. In addition, an echo sounder looking up (""up sounder"") monitors fish escaping over the net, while another echo sounder shows the foot-rope, the sea bottom, and the fish entering the net.
By means of the submerged Trawl Unit, the FM90 communicates with a number of Simrad PI/PX 40 kHz catch monitoring sensors by means of hydroacoustic links. Up to six measurements can be made simultaneously. Standard pitch, roll, depth, and temperature sensors are also built in to the Trawl Unit.
The FM90 is a solid-state sonar system. This design eliminates moving parts, and increases reliability and availability during fishing operations. The FM90 is backed by the product warranty and global service network offered by Simrad.
The FM90 is a unique sonar, both in design and functionality. When the FM90 sonar pings, it sends out sound energy in a 240-degree sector. This energy is reflected from the net, from fish, and from other targets in the water column. The reflected energy is received by the transducer, processed, and shown on the display. Because the FM90 pings across a wide area in one ping, the refresh rate to generate a picture of the net opening is almost instantaneous. This gives you real-time images, allowing you to adjust to very fast movements of fish schools.
The FM90 uses an updated version of Kongsberg Mesotech's tried and tested M3 Sonar® multibeam processing software, successfully deployed world-wide for many years. The software uses innovative processing algorithms to automatically optimize the image quality specifically for fishing applications. It includes FM transmissions (also known as ""Chirp"") to ensure a clutter-free picture with a very high resolution in range.
The FM90 Processor Unit is controlled by the Microsoft® Windows® operating system. This allows for a flexible choice of presentation modes, and for a large range of user applications.
System diagram
The system diagram identifies the main components of a basic FM90 system, as well as the connections between the units. Interface capabilities and power cables are not shown. The display is not a standard part of the FM90 delivery. This is a commercial item that can be purchased locally.

(A) Processor Unit(B) Ethernet cable(C) Power/VDSL Unit(D) Third-wire or test cable(E) Trawl Unit(F) Aft-looking catch hydrophone(G) Forward-looking hydrophone (Optional)(H) 40 kHz PI/PX Sensors

System Units
Processor Unit
A dedicated maritime computer is provided with the FM90 Multibeam Trawl Sonar. The Processor Unit is normally mounted on the bridge.
The FM90 Processor Unit is a rugged and powerful computer. It is designed for long life in a demanding maritime environment. It contains the operational software, and offers the user interface that allows you to control the FM90. It also controls the interface to peripheral devices.
The Processor Unit is based on the Microsoft® 64-bit Windows 7 operating system.

Power/VDSL Unit
The Power/VDSL Unit includes both the power supply and the modem required to communicate with the Sonar Head in one box.
This unit provides power to the Sonar Head and aids communication between the Sonar Head and the Processor Unit. The Power/VDSL Unit connects to the Processor Unit and the Sonar Head with an Ethernet cable. The Power/VDSL Unit must be mounted on top of the bridge console or recessed and flush mounted into the bridge console.

Trawl Unit
The Trawl Unit is made up of several components, including the Sonar Head, enclosed in a Deployment Pack.
In addition to the FM90 Sonar Head, the Trawl Unit includes the third-wire extension whip and hydrophone(s). Mounting shackles on the Deployment Pack aid in attaching the Trawl Unit to the net. An access panel provides easy access to the third-wire whip and strain-relief block, minimizing the need to open the Deployment Pack.
The Trawl Unit contains an aft-looking catch hydrophone to communicate with your catch monitoring sensors. An optional forward-looking PI hydrophone communicates with sensors mounted on the trawl door, if you have any. The Trawl Unit is attached to the third wire, which carries sonar data to the Processor Unit.


Current software version
We recommend that you always keep your Simrad FM90 system upgraded with the latest software version.
The current software version is v1.2.1 (2018-06-07). All applicable information related to this software release can be found in the Software Release Note.

Simrad FM90 Software Release Note

We always recommend that you keep your products upgraded with the latest software version.
Contact your local dealer for assistance. He/she can provide the software update and relevant licenses and will install the software for you. Your dealer can also provide other advice related to the use and maintenance of your echo sounder system.

End-user documentation
All public documents related to the Simrad FM90 can be accessed using the links below. The documents are provided in several formats including PDF, HTML, EPUB and/or CHM. When applicable, certain publications are available as interactive electronic technical manuals (IETM) on separate websites.
Available documents

End user documentation
Software release notes
Sales documents
Installation documents
Installation drawings
Certificates and declarations

Shortcuts to online IETM publications

Simrad FM90 Reference Manual (English)
Simrad FM90 Manuel de référence (Français)
Simrad FM90 Installation Manual (English)



","The Simrad FM90 is a cutting-edge multibeam trawl sonar system that offers a detailed live representation of the trawl with a class-leading real-time image refresh rate. The fast refresh rate enables better trawl positioning, maximizing the catch and reducing the potential for expensive damage. Its unique design and functionality provide many advantages over conventional mechanically-scanning trawl sonars, particularly for surface, pelagic, and semi-pelagic trawling on soft bottom. The system communicates with the vessel using a third-wire system via VDSL2 communication, transmitting real-time images of the net opening at rapid refresh rates. The FM90 is a solid-state sonar system, eliminating moving parts and increasing reliability during fishing operations. It also uses an updated version of Kongsberg Mesotech's M3 Sonar® multibeam processing software, optimized with innovative processing algorithms for fishing applications, ensuring high-resolution and clutter-free images. The system diagram identifies the main components and connections of a basic FM90 system. With its dedicated maritime computer, rugged and powerful Processor Unit, and Trawl Unit comprised of several components, including the Sonar Head, the FM90 offers a comprehensive solution for trawl sonar imaging. Regular software updates are recommended, and all relevant end-user documentation and technical manuals are readily accessible for user convenience."," - Real-time net picture
 - Superior bottom picture
 - Simplified software with automatic adjustments
 - Trawl and PI/PX sensor export to Serial Port or Ethernet Port
 - No dongle required to operate software
 - Convenient lift handles on Deployment Pack
 - High-visibility confirmation of Deployment Pack orientation during net launch
 - Easy access to third-wire connector
 - Fast flooding and draining of the Deployment Pack
 - No moving parts means less maintenance
 - Compatible with Simrad PI/PX catch monitoring sensors",I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/simrad-trawl-sonars/Simrad-FS70/,Simrad FS70,,"Our FS70 trawl sonar platform combines ""the best of two worlds"". It communicates with the vessel by means of a third wire system, and with wireless sensors mounted on the trawl by means of hydroacoustic links.


The Simrad FS70 trawl sonar provides the ""full picture"". It uses the well proven and reliable FS third wire system to establish communication between the submerged sonar head located behind the headrope and the vessel. Simultanously, the submerged unit communicates with a number of PX, PI, PS or FA sensors by means of hydroacoustic links. The unit even includes a 200 kHz echo sounder.

The visual presentation provided to you on the bridge gives you a clear picture of the trawl opening, as well as information from the sensors. This sophisticated solution allows you full control of any type of fishery, and by means of the information, you will be able to increase the quality of the catch and your efficiency at sea.

","The Simrad FS70 trawl sonar platform combines ""the best of two worlds"". It communicates with the vessel by means of a third wire system, and with wireless sensors mounted on the trawl by means of hydroacoustic links. The visual presentation provided on the bridge gives a clear picture of the trawl opening, as well as information from the sensors. This sophisticated solution allows full control of any type of fishery. By means of the information, one will be able to increase the quality of the catch and efficiency at sea. The unit even includes a 200 kHz echo sounder.","Third wire system communication with vessel, Wireless sensors via hydroacoustic links, 200 kHz echo sounder, Visual presentation for clear picture of trawl opening and sensor information, Improved control over fishery, Enhanced catch quality and efficiency at sea.",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/iti/,Simrad ITI,,"The Simrad ITI is a complete wireless trawl positioning and monitoring system designed to improve control and efficiency in pelagic and bottom trawling.

When requested by the system, the robust battery powered sensors mounted on the trawl transmit important information to the vessel. Simrad ITI allows you to monitor the exact position of the gear and what is happening in and around the trawl, providing crucial information for effective, profitable and responsible fishing.

","The Simrad ITI is a complete wireless trawl positioning and monitoring system designed to improve control and efficiency in pelagic and bottom trawling. When requested by the system, the robust battery powered sensors mounted on the trawl transmit important information to the vessel. Simrad ITI allows you to monitor the exact position of the gear and what is happening in and around the trawl, providing crucial information for effective, profitable and responsible fishing.",,
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pi-configurator/,Simrad PI Configurator,,"The purpose of the PI Configurator software utility is to be able to set up sensors to transmit on different communication channels.

Several PI equipped vessels may then operate simultaneously in the same area without interference. The PI Configurator software utility also allows you to change the update rate on each sensor. This is the time elapsed between each data transmission from the sensor to the host PI system.

The PI Configurator software utility runs on a standard computer. A special interface cable - PI CIC - is required to communicate with the sensor.

",Setting Up Sensors with PI Configurator Software Utility: The purpose of the PI Configurator software utility is to be able to set up sensors to transmit on different communication channels. Several PI equipped vessels may then operate simultaneously in the same area without interference. The PI Configurator software utility also allows you to change the update rate on each sensor. This is the time elapsed between each data transmission from the sensor to the host PI system. The PI Configurator software utility runs on a standard computer. A special interface cable - PI CIC - is required to communicate with the sensor.,I don't know,I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/simrad-pi50/,Simrad PI50,,"
New user interface
Menu system in all languages
New PI50 Receiver unit
Innovative technology
Software runs on personal computer
Works with standard colour displays
Prepared for wide screens (16:9)

In order to fish efficient, it is important to know how your gear behaves in the sea.
The Simrad PI50 system provides you with essential information. This can for example be the stability of the trawl doors, the amount and quality of your catch, the behaviour of your bottom or pelagic trawl, or the correct timing of a purse seine.
A large selection of wireless sensors is available for the Simrad PI50. Placed on the trawl, purse seine or danish seine they will provide you with valuable and accurate information about the gear, its behaviour and the environment.

Catch monitoring sensors

This screen capture (from a simulated environment) shows the Simrad PI50 set up to work with a set of sensors: Depth, Spread, Height, Temperature and a Geometry set. Large and clear digits provide you with an instant feedback from the gear. As an additional feature, you can open any number of graphs to view the recent movements of selected sensors.




","New user interface
Menu system in all languages
New PI50 Receiver unit
Innovative technology
Software runs on personal computer
Works with standard colour displays
Prepared for wide screens (16:9)

In order to fish efficient, it is important to know how your gear behaves in the sea. The Simrad PI50 system provides you with essential information. This can for example be the stability of the trawl doors, the amount and quality of your catch, the behaviour of your bottom or pelagic trawl, or the correct timing of a purse seine. A large selection of wireless sensors is available for the Simrad PI50. Placed on the trawl, purse seine or danish seine they will provide you with valuable and accurate information about the gear, its behaviour and the environment. Catch monitoring sensors. This screen capture (from a simulated environment) shows the Simrad PI50 set up to work with a set of sensors: Depth, Spread, Height, Temperature and a Geometry set. Large and clear digits provide you with an instant feedback from the gear. As an additional feature, you can open any number of graphs to view the recent movements of selected sensors.","New user interface
Menu system in all languages
New PI50 Receiver unit
Innovative technology
Software runs on personal computer
Works with standard colour displays
Prepared for wide screens (16:9)",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,Simrad PX Configurator,,"
The PX Configurator is a tool developed mainly to configure the catch monitoring sensors that are going to be read by a software different from the TV80 Software, for example the PI50 Software. The PX Configurator can also be used to calibrate the trawl doors on a remote place where there is no other calibration utility available, like for example the TV80.

Catch monitoring sensors are delivered from Simrad readily set up with common default settings. In some cases, you may find that the default parameters do not suit your operational needs. This is for example if you have more than one sensor of any given type. The decision to configure a sensor is one you must make depending on how many sensors you use, and how many of these are identical. Dedicated dialog boxes are provided to configure the new sensor.
Note: The PX Configurator only allows you to configure PX sensors. If you wish to use older sensors (not PX family), these must be configured using their dedicated applications before putting them to use.
With the PX Configurator, you can configure and change the parameters of the following catch monitoring sensors:

PX Flow
PX TrawlEye
PX Universal
PX MultiCatch
PX MultiSensor Mk1
PX MultiSensor Mk2
PxPos

The user interface comprises several “stand-alone” dialog boxes. Depending on the type of sensor connected, different dialog boxes with dedicated parameters will be used to perform the configuration itself. The configurator parameters allow you to set up which measurements the sensor shall make and which communication channels it shall use for these measurements.
Who can program catch monitoring sensors
Sensor configuration is normally performed by authorized Simrad technicians. However, individual with basic computer skills and access to the necessary equipment should not find it difficult.
Necessary tools and equipment
If you purchase a computer locally, make sure that the chosen model meets the functional and technical requirements. The computer must be able to facilitate the various interface requirements made by the PX Configurator, and you may need to add extra Ethernet and serial adapters. The minimum technical requirements are:

PX Configurator software
A PC with minimum one COM or USB port available
Sensor programming cable. The programming cable is included in the PX catch monitoring sensors standard delivery.

The following operating systems are supported:

Microsoft Windows® 7®
Microsoft Windows® 10®


","The PX Configurator is a tool developed mainly to configure the catch monitoring sensors that are going to be read by a software different from the TV80 Software, for example the PI50 Software. The PX Configurator can also be used to calibrate the trawl doors on a remote place where there is no other calibration utility available, like for example the TV80. Catch monitoring sensors are delivered from Simrad readily set up with common default settings. In some cases, you may find that the default parameters do not suit your operational needs. This is for example if you have more than one sensor of any given type. The decision to configure a sensor is one you must make depending on how many sensors you use, and how many of these are identical. Dedicated dialog boxes are provided to configure the new sensor. Note: The PX Configurator only allows you to configure PX sensors. If you wish to use older sensors (not PX family), these must be configured using their dedicated applications before putting them to use. With the PX Configurator, you can configure and change the parameters of the following catch monitoring sensors: PX Flow, PX TrawlEye, PX Universal, PX MultiCatch, PX MultiSensor Mk1, PX MultiSensor Mk2, and PxPos. The user interface comprises several “stand-alone” dialog boxes. Depending on the type of sensor connected, different dialog boxes with dedicated parameters will be used to perform the configuration itself. The configurator parameters allow you to set up which measurements the sensor shall make and which communication channels it shall use for these measurements. Who can program catch monitoring sensors: Sensor configuration is normally performed by authorized Simrad technicians. However, individuals with basic computer skills and access to the necessary equipment should not find it difficult. Necessary tools and equipment: If you purchase a computer locally, make sure that the chosen model meets the functional and technical requirements. The computer must be able to facilitate the various interface requirements made by the PX Configurator, and you may need to add extra Ethernet and serial adapters. The minimum technical requirements are: PX Configurator software, a PC with minimum one COM or USB port available, Sensor programming cable. The programming cable is included in the PX catch monitoring sensors standard delivery. The following operating systems are supported: Microsoft Windows® 7®, Microsoft Windows® 10®."," - The PX Configurator allows configuration of catch monitoring sensors for use with software other than TV80, and can also be used for trawl door calibration - It provides the ability to change parameters of various catch monitoring sensors, including PX Flow, PX TrawlEye, PX Universal, PX MultiCatch, PX MultiSensor Mk1, PX MultiSensor Mk2, and PxPos - The user interface comprises several “stand-alone” dialog boxes allowing the configuration of different types of sensors",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmulticatch/,Simrad PX MultiCatch,,"
The Simrad PX MultiCatch is provided in different versions:

PX MultiCatch Depth/Temperature (D/T)
PX MultiCatch Catch/Temperature (C/T)

The version is defined by the type of sensor lid.
When equipped with a Depth/Temperature lid and configured for an SR receiver, the PX MultiCatch sensor can make the following measurements:

Depth
Temperature
Roll
Pitch
Battery status

When equipped with a Catch/Temperature lid and configured for an SR receiver, the PX MultiCatch sensor can make the following measurements:

Catch
Temperature
Roll
Pitch
Battery status

By default, the sensor can make two measurements. To add additional measurements you must buy a dedicated license. The license allows you to make up to five measurements simultaneously.
To receive the information from the sensor you need a suitable receiver (PI or SR Series), one or more hydrophones, as well as a computer running the Simrad TV80 or Simrad PI50 programs.
You can use all our PI Hydrophones. You can even use non-Simrad types, provided that the communication frequency match.

","The Simrad PX MultiCatch is provided in different versions with PX MultiCatch Depth/Temperature (D/T) and PX MultiCatch Catch/Temperature (C/T). The version is defined by the type of sensor lid. When equipped with a Depth/Temperature lid and configured for an SR receiver, the PX MultiCatch sensor can make measurements for Depth, Temperature, Roll, Pitch, and Battery status. Similarly, when equipped with a Catch/Temperature lid and configured for an SR receiver, the PX MultiCatch sensor can make measurements for Catch, Temperature, Roll, Pitch, and Battery status. By default, the sensor can make two measurements, and additional measurements can be added by purchasing a dedicated license, which allows for up to five measurements simultaneously. To receive information from the sensor, a suitable receiver (PI or SR Series), one or more hydrophones, and a computer running the Simrad TV80 or Simrad PI50 programs are required. Additionally, all PI Hydrophones can be used, including non-Simrad types as long as the communication frequency matches.","Different versions available: PX MultiCatch Depth/Temperature (D/T) and PX MultiCatch Catch/Temperature (C/T), Measurements include Depth, Temperature, Roll, Pitch, Catch, and Battery status, Additional measurements available with a dedicated license, Allows up to five measurements simultaneously, Compatible with PI or SR Series receivers, Uses Simrad TV80 or Simrad PI50 programs, Supports all PI Hydrophones including non-Simrad types.",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmultisensor/,Simrad PX MultiSensor,,"
The Simrad PX MultiSensor is provided in several different versions.

PX MultiSensor
PX MultiSensor Catch/Temperature (C/T)
PX MultiSensor Depth/Temperature (D/T)
PX MultiSensor with Geometry transponder

The version is defined by the type of sensor lid. The basic version of the sensor has a neutral lid. It can make the following measurements:

Spread and Twin Spread
Roll and Pitch
Height
Geometry and Geometry differential
Battery status

Other sensor functions are:

Remote for geometry measurements
Remote for spread measurements

These functions are not counted as measurements, and will not use any of the two (maximum five) measurements that the sensor can do. However, the battery capacity will be reduced.
In order to receive the information from the sensor you need a suitable receiver (PI or SR Series), one or more hydrophones, as well as a computer running the Simrad TV80 or Simrad PI50 programs.
You can use all our PI Hydrophones. You can even use non-Simrad types, provided that the communication frequency match.
By default, the sensor can make two measurements. To add additional measurements you must buy a dedicated license. The license allows you to make up to five measurements simultaneously.
Note that the PX MultiSensor is available in two versions.

Mk1 is discontinued.
Mk2 is the current version.

Old Mk1 sensors may be updated to Mk2 functionality. Contact your dealer for advice.







","The Simrad PX MultiSensor is available in several different versions, each defined by the type of sensor lid. The basic version comes with a neutral lid and can perform measurements such as Spread, Twin Spread, Roll, Pitch, Height, Geometry, Geometry differential, and Battery status. Additionally, it offers sensor functions like Remote for geometry measurements and Remote for spread measurements. Note that these functions do not count as measurements but may reduce the battery capacity. To receive information from the sensor, a suitable receiver (PI or SR Series), one or more hydrophones, and a computer running the Simrad TV80 or Simrad PI50 programs are required. It is compatible with all PI Hydrophones, including non-Simrad types with matching communication frequency. By default, the sensor can make two measurements, but a dedicated license can be purchased to enable up to five simultaneous measurements. The PX MultiSensor is available in two versions: Mk1 (discontinued) and Mk2 (current version), with the option to update old Mk1 sensors to Mk2 functionality. Customers are advised to contact their dealer for guidance on this update.","Key Features: 
- Available in multiple versions i.e., PX MultiSensor, PX MultiSensor Catch/Temperature (C/T), PX MultiSensor Depth/Temperature (D/T), and PX MultiSensor with Geometry transponder. 
- Basic version includes measurements such as Spread, Twin Spread, Roll, Pitch, Height, Geometry, Geometry differential, and Battery status. 
- Additional sensor functions for Remote geometry and spread measurements. 
- Compatibility with all PI Hydrophones, including non-Simrad types with matching communication frequency. 
- Option to purchase a dedicated license for up to five simultaneous measurements. 
- Available in Mk1 (discontinued) and Mk2 (current version) versions with the capability to update old Mk1 sensors to Mk2 functionality.",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxtrawleye/,Simrad PX TrawlEye,,"
Place the Simrad PX TrawlEye on the headrope of your bottom trawl, or in the intermediate section of your pelagic trawl, to provide a crisp and detailed presentation of the fish in the trawl, the bottom conditions and the status of your gear.
The sensor is provided in three different versions:

PX TrawlEye
PX TrawlEye Depth/Temperature (D/T)
PX TrawlEye Catch/Temperature (C/T)

The version is defined by the type of sensor lid. The basic version of the sensor has a neutral lid. It can make the following measurements:

Echogram
Roll and Pitch
Height
Geometry differential
Battery status

The Simrad PX TrawlEye provides a real-time echogram from the trawl using the wireless link. The sensor is equipped with a composite echo sounder transducer enabling advanced LFM pulses (Linear Frequency Modulation, also known as ""Chirp”). The echo sounder can be configured to suit various fisheries. You can change pulse length, pulse type, sounder gain, echo range, communication power and other operational parameters.
In order to receive the information from the sensor you need a suitable receiver. The PX TrawlEye data can not be received by the PI50 or PI60 receivers, you need a dedicated receiver; the SR70. You also need one or more hydrophones, as well as a computer running the Simrad TV80program.
You can use all our PI Hydrophones. You can even use non-Simrad types, provided that the communication frequency match.
By default, the sensor can make two measurements. To add additional measurements you must buy a dedicated license. The license allows you to make up to five measurements simultaneously.

","Overview of the Simrad PX TrawlEye: The Simrad PX TrawlEye is a sensor designed to be placed on the headrope of a bottom trawl or in the intermediate section of a pelagic trawl. It provides detailed information about the fish in the trawl, the bottom conditions, and the gear status. The sensor comes in three versions: PX TrawlEye, PX TrawlEye Depth/Temperature (D/T), and PX TrawlEye Catch/Temperature (C/T), with each version defined by the type of sensor lid. The basic version of the sensor with a neutral lid can measure echogram, roll and pitch, height, geometry differential, and battery status. It provides real-time echogram using a wireless link and is equipped with a composite echo sounder transducer enabling advanced LFM pulses. The configuration of the echo sounder can be adjusted to suit various fisheries. However, in order to receive the information from the sensor, a dedicated receiver SR70 and one or more hydrophones, along with a computer running the Simrad TV80 program, are required. Additionally, the sensor can make two measurements by default, but a dedicated license is needed to add additional measurements, allowing for up to five measurements to be made simultaneously.","Key Features of Simrad PX TrawlEye: - Provides detailed presentation of fish in the trawl, bottom conditions, and gear status - Comes in three versions: PX TrawlEye, PX TrawlEye Depth/Temperature (D/T), PX TrawlEye Catch/Temperature (C/T) - Basic version can measure echogram, roll and pitch, height, geometry differential, and battery status - Provides real-time echogram using a wireless link and is equipped with a composite echo sounder transducer enabling advanced LFM pulses - Configurable echo sounder to suit various fisheries - Requires dedicated receiver SR70, one or more hydrophones, and a computer running the Simrad TV80 program - Requires dedicated license for additional measurements",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/simrad-px-universal/,Simrad PX Universal,,"
The Simrad PX Universal is provided in three different versions:

PX Universal
PX Universal Depth/Temperature (D/T)
PX Universal Catch/Temperature (C/T)

The version is defined by the type of sensor lid. The basic version of the sensor has a neutral lid. It can make the following measurements:

Roll and Pitch
Height
Battery status

The most common version is PX Universal D/T. It is used on seine nets. For this application, the sensor measures the depth and sink rate on the net, as well as the height from the sea bottom to lead line.
In order to receive the information from the sensor you need a suitable receiver (PI or SR Series), one or more hydrophones, as well as a computer running the Simrad TV80 or Simrad PI50 programs.
You can use all our PI Hydrophones. You can even use non-Simrad types, provided that the communication frequency match.
By default, the sensor can make two measurements. To add additional measurements you must buy a dedicated license. The license allows you to make up to five measurements simultaneously.

","The Simrad PX Universal is provided in three different versions: PX Universal, PX Universal Depth/Temperature (D/T), PX Universal Catch/Temperature (C/T). The version is defined by the type of sensor lid. The basic version of the sensor has a neutral lid and can make the following measurements: Roll and Pitch, Height, Battery status. The most common version is PX Universal D/T, used on seine nets. For this application, the sensor measures the depth and sink rate on the net, as well as the height from the sea bottom to lead line. To receive information from the sensor, a suitable receiver (PI or SR Series), one or more hydrophones, and a computer running the Simrad TV80 or Simrad PI50 programs are required. All PI Hydrophones can be used, and non-Simrad types can also be used if the communication frequency matches. By default, the sensor can make two measurements. Additional measurements require the purchase of a dedicated license, allowing up to five measurements simultaneously.","Three different versions available: PX Universal, PX Universal Depth/Temperature (D/T), PX Universal Catch/Temperature (C/T). Basic version measures Roll and Pitch, Height, and Battery status. Most common version (PX Universal D/T) measures depth and sink rate on the net, as well as height from sea bottom to lead line. Compatible with PI or SR Series receiver and Simrad TV80 or Simrad PI50 programs. Allows use of PI Hydrophones and non-Simrad types with matching communication frequency. Additional measurements possible with dedicated license, up to five measurements simultaneously.",I don`t know
https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxpos/,Simrad PxPos,,"
Stay in touch...!







",Stay in touch...!,,
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/sh90/,Simrad SH90,,"


360° Omnidirectional sonar
90° Vertical tip
114 kHz operational frequency
Narrow beams
Chirp FM transmission
Large dynamic range
High definition
Stabilized beams
Dual beam operation
Easy operation
Store and recall sonar data
Define your own user settings
Clear and easily comprehensible sonar images

In this screen capture from the North Sea you can see that a 10 ton school of tuna has been detected, and that tracking has started. The tracking functionality is vital for the success of the catch. The Simrad SH90 allows you to track the school all the way to the vessel without losing any information. Then, when the seine is set, the skipper has full control, and he is able to maximize the catch.
Note the noise and clutter-free screen. This enables the skipper to focus on the targets, without acting as a ""human filter"". The Simrad SH90 provides detailed information about school density, speed, depth, heading and size. The high frequency Simrad SH90 is the natural choice as a companion to the Simrad SX90 low frequency sonar.





","Simrad SH90 offers a 360° Omnidirectional sonar with a 90° Vertical tip and operates at 114 kHz operational frequency. The device features Narrow beams and utilizes Chirp FM transmission, providing large dynamic range, high definition, and stabilized beams. With dual beam operation, Simrad SH90 ensures easy operation and the ability to store and recall sonar data. Users can define their own user settings, leading to clear and easily comprehensible sonar images. In a screen capture from the North Sea, a 10 ton school of tuna was detected, and tracking started. The tracking functionality is crucial for successful catch, enabling tracking of the school all the way to the vessel without losing any information. When the seine is set, the skipper gains full control to maximize the catch. The Simrad SH90 also ensures a noise and clutter-free screen, enabling the skipper to focus on the targets without acting as a 'human filter'. Additionally, detailed information about school density, speed, depth, heading, and size is provided. The high frequency Simrad SH90 is an ideal companion to the Simrad SX90 low frequency sonar."," - 360° Omnidirectional sonar
 - 90° Vertical tip
 - 114 kHz operational frequency
 - Narrow beams
 - Chirp FM transmission
 - Large dynamic range
 - High definition
 - Stabilized beams
 - Dual beam operation
 - Easy operation
 - Store and recall sonar data
 - Define your own user settings
 - Clear and easily comprehensible sonar images",I don't know
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/sn90/,Simrad SN90,,"Some have called the SN90 ""five echo sounders in one"" after experiencing the information from the five individually controlled inspection beams.
We have created an online simulator so you can experience these yourself. Try it here!


Trawler
On a trawler, the forward-looking transducer is mounted on the vessel’s bow, well protected against acoustic noise from the hull, machinery and propellers. The high resolution and long range allow you to detect and investigate single fish and schools - even those close to the bottom - from a distance of several hundred meters. The sonar beams point forward in a 120 degrees swath.
Purse seiner
On a purse seiner, the side-looking transducer gives you full control over the setting of the seine. It is installed on the side of the hull facing the purse seine. There is no need to retract the transducer using a large hull unit. A large horizontal coverage area provides you with a full overview. The 256 individual beams have a horizontal coverage area of 160 degrees and the vertical beam width is typically 5 to 8 degrees (varies with the frequency).
Key facts

Up to 160 degrees of horizontal coverage
Up to 60 degrees vertical coverage
Five separate inspection beams
0 to 60 degrees tilt
Operational frequency band from 75 to 95 kHz
Narrow vertical beam
Hyperbolic FM transmissions (“Chirp”)
Wide bandwidth
Large dynamic range
High resolution
Stabilized beams
Easy operation
Store and replay raw sonar data
Define and save your own user settings
Cost-efficient solution

Online simulator
Our online simulator allows you to experiment with the powerful features offered by the SN90 inspection beams. Each inspection beam can be controlled individually.

Try the simulator here




","The SN90 has been dubbed as ""five echo sounders in one"" due to the information provided by the five separately controlled inspection beams. This innovative device offers an online simulator for users to firsthand experience the capabilities of the inspection beams. It allows users to control each inspection beam individually, providing a comprehensive understanding of the product's features. The SN90 serves various purposes, such as being mounted on trawlers and purse seiners, with specific installations designed for different functionalities. The forward-looking transducer on trawlers offers high resolution and long-range capabilities, enabling the detection and investigation of single fish and schools, even those near the bottom. On the other hand, the side-looking transducer on purse seiners provides full control over the seine setting, without the need for retraction using a large hull unit. With a wide coverage area and multiple beams, the SN90 ensures an extensive and detailed sonar inspection."," - Up to 160 degrees of horizontal coverage
 - Up to 60 degrees vertical coverage
 - Five separate inspection beams
 - 0 to 60 degrees tilt
 - Operational frequency band from 75 to 95 kHz
 - Narrow vertical beam
 - Hyperbolic FM transmissions (""Chirp"")
 - Wide bandwidth
 - Large dynamic range
 - High resolution
 - Stabilized beams
 - Easy operation
 - Store and replay raw sonar data
 - Define and save your own user settings
 - Cost-efficient solution
 - Online simulator for hands-on experience",I don't know
