Product_Name,Data sheets,Features,General text,Technical Specifications,url,Product category
MW-based Long-range relative position sensor,,,,,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/long-range-relative-positioning-solution/,Surface navigation & positioning
MW-based Relative position sensor,,,,,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,Surface navigation & positioning
Maritime Broadband Radio - MBR,,,,,https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/maritime-broadband-radio/,Communication solutions
MicroPAP (¬µPAP) - Compact acoustic positioning system,,,,,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/pap-micropap-compact-acoustic-positioning-system/,Underwater navigation & positioning
Motion Reference Unit,,,,,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/mru/,"Inertial solutions, "
"Multibeam Sonar, Flexview",,Flexview multibeam sonar offers the following key features: - High-quality distortion-free images over a 140° sector - Removable transducer for rapid field replacement - Two versions available: FLEXVIEW HF (High Frequency) version and 500 kHz version - Ideally suited for small observation class ROVs - User-friendly interface - Low-profile wet mateable connector - CHIRP and Doppler modes of operation - Significant time savings,"The Flexview multibeam sonar provides high-quality distortion-free images over a 140° sector, reducing the time it takes to search for and locate targets. The removable transducer of the Flexview allows for potential new transducer configurations to be exchanged in the future, depending on the job being performed. Two versions of the Flexview are available: FLEXVIEW HF (High Frequency) version with 70m coverage over a 140⁰ sector and higher resolution images at short range, and 500 kHz version with 200m coverage over 140⁰ sector and high-resolution images at long range. Both versions are ideally suited for small observation class ROVs, offering distortion-free images at a high update rate, and featuring a user-friendly interface, low-profile wet mateable connector, CHIRP and Doppler modes of operation, along with significant time savings. The Flexview is suitable for applications such as search and recovery, marine engineering, site inspection, environmental monitoring, site clearance, and underwater science.",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/flexview/,"Seafloor mapping, Geophysical survey"
"Multibeam sonar, M3 Sonar¬Æ",," - Up to 500m and up to 4000m water depth
 - Portable, cost effective and light weight sonar
 - Generates imaging and bathymetric datasets from one sonar head
 - Produces single-beam image quality with the speed of multibeam
 - Provides GeoTIFF output and creates real-time mosaic using third party software
 - Compliant to IHO Special Order & 1A
 - Uses Linear FM, CW and Doppler pulses
 - High update rate
 - Significant time savings during operations
 - Uniform large coverage area
 - MultiMode capability
 - Low power consumption
 - User friendly","The M3 Sonar® offers a range of valuable features and benefits, making it an essential tool for various marine applications. With the ability to produce both imaging and bathymetric data from a single head, the M3 Sonar® provides exceptional versatility and efficiency. Its innovative design utilizes complex pulses and various modes of operation to generate high-quality images and point clouds in real-time. Additionally, the M3 Sonar® is compliant with IHO Special Order & 1A, ensuring accurate and reliable data for surveys. Furthermore, the system is user-friendly and offers significant time savings during operations, along with low power consumption.",I don`t know,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3/,"Seafloor mapping, Geophysical survey"
NavLab - Generic simulation and post-processing navigation software,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/390297.pdf,"Key features and improvements in the releases include: 
- Addition of preproc and ZUPT sensor documentation 
- Support for Matlab-statements in ini-files 
- Proportional pressure to depth calculation 
- Configurable latitude sensor for pressure to depth 
- Fixed program crashes during sensor selection 
- Enhanced status plot in preproc for HAIN 
- Speed improvements 
- Improved warnings and checking of AposClockAhead 
- Improved user interface for plotLogFile 
- Sequential preproc of sensors 
- Faster generation of NavLab mission reports 
- Correct plotting of compass measurements 
- Improved speed of processing in Estimator 
- Improved GUI and content display","NavLab Software release notes Release 4.5.2: This release includes the addition of preproc and documentation for ZUPT sensor. Additionally, Matlab-statements can now be used in ini-files. Proportional pressure to depth calculation is supported, and the starting sensor selection for HAIN is no longer hard-coded. Other improvements include a descriptive status plot in preproc for HAIN, resolution of issues with HiPAPLocal position and lever arm compensation, as well as the ability to configure the latitude sensor for pressure to depth and fixed program crashes when changing sensor selections. Release 4.5.1: This release addresses the error display for pressure when using CTD and missing profiles, export possibilities in different frequencies, installation failures in P-code, clock correction failing QC test, and updates to the wild-point removal and speed improvements. Release 4.5.0.0: The release brings changes in licensing dongles, preproc error visibility, recommended install directory, support for reading formatted binary files, warnings and checking of AposClockAhead, User Interface enhancements, sensor access improvements, and clock corrections. Release 4.4.1: This release fixes issues related to installation, help redirection, pressure handling, misalignment of attitude sensor, and standalone mode errors. Other improvements include tide level addition, removal of DOS window in standalone mode, and faster generation of NavLab mission reports. Release 4.4.0: Notable additions in this release are the DVL scale factor and latency configuration, improved user interface for plotLogFile, and access to sensor and Preproc/Estimator .ini files by right-clicking appropriate buttons. Release 4.4.2: The improvements in this release involve numerical prediction, addition of ZUPT sensor, sequential preproc of sensors, and resolution of installation failures on x64 computers and MCR installation issues. Release 4.2.1: This release addresses issues with HAIN users, help redirection in Matlab version 2012B, standalone help access, tide level addition, attitude sensor misalignment, and NavLab mission report speed. Release 4.3.0: Changes include correct plotting of compass measurements, addition of resmoothing, improved speed of processing in Estimator, separation of HAIN Depth and Pressure into different sensors, and various GUI fixes and improvements. Release 4.1.0: Notable additions in this release are the option of manual outlier filtering after estimation, automatic outlier filtering, help display issues, and improved performance on larger datasets. Release 4.0.0: This release involves changes in DVL Calibration, PlotLogFile function, summary report, AposClockAhead files, NavLab main window, and HAIN data extraction.",I don't know,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/navlab-generic-simulation-and-post-processing-navigation-software/,"Underwater navigation & positioning, Inertial solutions"
Non-Differential Position Sensors,,,,,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/non-differential-position-sensors/,Surface navigation & positioning
Ocean view,https://www.kongsberg.com/contentassets/37784f493caf4b4a9bb8e22133fff5ee/datasheet_blueinsight.pdf,"The key benefits and features of the Blue Insight include: - One-stop solution that provides real-time overview across platforms and data types - Flexibility and scalability suitable for both small and large organizations - Open ecosystem built on FAIR data principles - Deployment of customized machine learning algorithms - Secure interactions between sensor platforms, cloud storage, and data management - Automated conversion of data in the cloud into common formats - Web interface for remote control of selected Kongsberg sensors - Visualization of real-time and historic sensor data and platform information - In-depth data handling capabilities and automated data analysis based on artificial intelligence","BLUE INSIGHT: Kongsberg Blue Insight is a digital infrastructure product designed to meet the increasing demand for accurate information from the oceans. It offers seamless data acquisition, fusion, processing, visualization, contextualization, and management of ocean data. The product automates the data stream from a wide range of sensors and platform types and visualizes them in a common framework, facilitating modern data processing and machine learning. The solution offers flexibility, security, and robustness required by any ocean data stakeholder, whether scientific, observational, or commercial. The open ecosystem is built on FAIR data principles and allows for the deployment of customized machine learning algorithms. BLUE INSIGHT CORE: The Core module provides solutions for secure interactions between sensor platforms, cloud storage, and data management enabled by the industrialized Internet of Things modules found in the Kognifai digital ecosystem. It includes required common functionality to prepare the data for automated analytics and advanced data handling, with the full benefits of a modern, cyber-secure cloud environment. SENSOR FUSION DATA FORWARDER: The Data Forwarder module automates the conversion of data in the cloud into common formats and empowers efficient and seamless data sharing across cloud solutions and user databases. SENSOR REMOTE: The module provides a web interface for remote control of selected Kongsberg sensors such as EM and EK80. OCEAN VIEW: The Ocean View module is a web interface for visualizing selected real-time and historic sensor data and platform information in a map overlay. ANALYTICS: The Analytics module enables more in-depth data handling capabilities, such as the implementation of quality control mechanisms and automated data analysis based on artificial intelligence. It provides infrastructure for both onboard and cloud-based machine learning from ocean data to enable automated classification of echo sounder data.",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/ocean-view/,"Cloud solution, Underwater navigation & positioning"
PI Portable hydrophone,,I don`t know,"Portable Hydrophone: Ideal for immediate catch monitoring, the portable hydrophone allows for quick setup without the need for hydrophone installation. You can easily connect the hydrophone directly into the connector on the receiver and lower it over the rail. The hydrophone features an omnidirectional beam and a 50 meter integrated cable. The cable is sheathed in polyurethane, providing robust external protection with a 150 kg tensile strength. Moreover, the cable is supplied on a reel, allowing for convenient retrieval and storage.",I don`t know,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,Fish finding
PI Purse seine hydrophone,,,The purpose of the hydrophone is to provide the best possible communication with the wireless sensors located on your purse or danish seine. You can use one or two hydrophones pointing towards the net. Both are hull-mounted. The hydrophone has a 90 degrees horizontal beam and a 30 degrees vertical beam. This provides the catch monitoring system with optimal reception from the wireless sensors on a purse seine. The beam pattern is especially suited for purse seining. The wide coverage area reduces the need for careful alignment.,,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,Fish finding
PI Trawl hydrophone,,I don't know,"The Simrad PI Trawl hydrophone is designed to provide the best possible communication with the wireless sensors located on your pelagic or bottom trawls. You can use one or two hydrophones pointing towards the aft of the vessel, but pay attention to the noise generated by the propellers. Each hydrophone is hull-mounted. The Trawl hydrophone has a 50 degrees horizontal beam and a 30 degrees vertical beam to provide the catch monitoring system with optimal reception from the sensors on a bottom or pelagic trawl. This specific beam pattern is especially suited for trawling and the wide coverage area reduces the need for careful alignment.",I don't know,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,Fish finding
PX MultiSensor Charger,,I don't know,"The PX MultiSensor Charger must be used to charge all PX family sensors. The catch monitoring sensors must be charged between operations. The charger is provided with a special plug that prevents shortcuts or incorrect connections. Charging is fully automatic. When the sensor is fully charged, the charging current is limited to ensure long battery life. Recommended charging temperature is between +5 and +45°C (+41 to +113°F). Note! The battery charger is designed especially for charging this sensor battery, and it must only be used for this purpose. The sensor must never be charged at temperatures below 0°C (32°F). A built-in safety mechanism will protect the sensor if you attempt to charge it in sub-zero temperatures. Documents: Simrad PX MultiSensor Charger",I don't know,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxcharger/,Fish finding
"Portable Hydrographic System, M3 Sonar¬Æ",https://www.kongsberg.com/contentassets/5f4fa3d6d9704fabb3b2ee8282b5a66a/datasheet---m3-sonar-phs-nov.-2018.pdf,"M3 SONAR PHS
- 500 m depth rating
- Operating frequency 500 kHz
- Depth range: 0.2 – 50 m
- Swath width: 120°
- Beam widths: TX 3°, RX 1.6°
- Number of beams: up to 256
- Pulse form: CW & FM
- Effective pulse length: 10 μs - 10 ms
- Maximum ping rate: 40 Hz
M3 Sonar Interface Unit
- Acts as a junction box
- Provides power for all external sensors
Seapath 130 Series
- No accuracy degradation in roll, pitch, and heave measurements during turns
- 120 channel dual frequency GPS/GLONASS receiver
- RTK, SBAS correction; can support Omnistar and Marinestar
- Seapath 130-3 (with MRU-3) to 0.08° roll & pitch accuracy
- Seapath 130-H (with MRU-H) to 0.03° roll & pitch accuracy
Seatex MRU-3
- Angle Resolution 0.001°
- Heave Accuracy of 5 cm or 5%
- Acceleration Accuracy of 0.02 m/s² RMS
- Heave range ±50 m
- Angle range Roll/Pitch ± 45°
- Acceleration range ±50 m/s²
Seatex MRU-H
- Angle Resolution 0.001°
- Heave Accuracy of 5 cm or 5%
- Acceleration Accuracy of 0.01 m/s² RMS
- Heave range ±50 m
- Angle range Roll/Pitch ±180°
- Acceleration range ±30 m/s²
Pole Mount (USM Compact)
- Over the side compact shear block pole mount with calibrated break-away design
- GNSS mast pole 36” length, anodized aluminum
- Z pole Hydrofoil shaped with 60” length","M3 SONAR PHS
SHALLOW-WATER PORTABLE HYDROGRAPHIC SURVEY SYSTEM
M3 Sonar (500 m depth rating)
Operating frequency 500 kHz, Depth range: 0.2 – 50 m , Swath width: 120°, Beam widths: TX 3°, RX 1.6°, Number of beams: up to 256, Pulse form: CW & FM, Effective pulse length:10 μs - 10 ms, Maximum ping rate: 40 Hz, Weight 1.7 kg (in water), 4.6 kg (in air), IHO SP-44 Special Order & 1a, Materials: Hard Anodized Aluminium , Stainless Steel 316, Elastomeric Polyurethane.

M3 Sonar Interface Unit
The splashproof deck unit acts as a junction box and provides power for all external sensors including the sonar head for easier cable management and portability.

Seapath 130 Series
Compact Integrated INS/GNSS Heading, Attitude and Positioning Sen- sor with antennas and receivers. No accuracy degradation in roll, pitch and heave measurements during turns; 120 channel dual frequency GPS/GLONASS receiver, RTK, SBAS correction; can support Omnistar and Marinestar.
Seapath 130-3 (with MRU-3) to 0.08° roll & pitch accuracy
Seapath 130-H (with MRU-H) to 0.03° roll & pitch accuracy Length = 1.2m, Width = 0.2m, Height = 0.1m

Seatex MRU-3
Angle Resolution 0.001°, Heave Accuracy of 5 cm or 5%, Acceleration Accuracy of 0.02 m/s² RMS, Heave range ±50 m, Angle range Roll/ Pitch ± 45° , Acceleration range ±50 m/s², Stainless steel or anodized aluminum housing, Temperature range -5°C to +55°C, IP 68

Seatex MRU-H
Angle Resolution 0.001°, Heave Accuracy of 5 cm or 5%, Acceleration Accuracy of 0.01 m/s² RMS, Heave range ±50 m, Angle range Roll/ Pitch ±180°, Acceleration range ±30 m/s², Stainless steel or anodized aluminum housing, Temperature range -5°C to +55°C, IP 68

Pole Mount (USM Compact)
Over the side compact shear block pole mount with calibrated break- away design and GNSS mast pole 36” length, anodized aluminum. Z pole Hydrofoil shaped with 60” length (other lengths and various options available on request). Includes M3 Sonar flange to mount sonar head, MRU and speed sound sensor, and base plate with Hinge kit.
Photos are for illustration purposes only. Specifications subject to change without any notice.
www.kongsbergmesotech.com E-mail: km.sales.vancouver@km.kongsberg.com Telephone: +1 604 464 8144","M3 SONAR PHS
- Depth Rating: 500 m
- Operating Frequency: 500 kHz
- Depth Range: 0.2 – 50 m
- Swath Width: 120°
- Beam Widths: TX 3°, RX 1.6°
- Number of Beams: up to 256
- Pulse Form: CW & FM
- Effective Pulse Length: 10 μs - 10 ms
- Maximum Ping Rate: 40 Hz
M3 Sonar Interface Unit
- Acts as a junction box
- Provides power for all external sensors
Seapath 130 Series
- No accuracy degradation in roll, pitch, and heave measurements during turns
- 120 channel dual frequency GPS/GLONASS receiver
- RTK, SBAS correction; can support Omnistar and Marinestar
- Seapath 130-3 (with MRU-3) to 0.08° roll & pitch accuracy
- Seapath 130-H (with MRU-H) to 0.03° roll & pitch accuracy
Seatex MRU-3
- Angle Resolution: 0.001°
- Heave Accuracy: 5 cm or 5%
- Acceleration Accuracy: 0.02 m/s² RMS
- Heave Range: ±50 m
- Angle Range Roll/Pitch: ± 45°
- Acceleration Range: ±50 m/s²
Seatex MRU-H
- Angle Resolution: 0.001°
- Heave Accuracy: 5 cm or 5%
- Acceleration Accuracy: 0.01 m/s² RMS
- Heave Range: ±50 m
- Angle Range Roll/Pitch: ±180°
- Acceleration Range: ±30 m/s²
Pole Mount (USM Compact)
- Over the side compact shear block pole mount with calibrated break-away design
- GNSS mast pole 36” length, anodized aluminum
- Z pole Hydrofoil shaped with 60” length",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3-sonar-PHS/,"Seafloor mapping, Geophysical survey"
Remote Services for HiPAP systems,,"Typical tasks than can be executed by Remote Services include:
- Transducer alignment
- Transducer alignment analysis
- LBL Array calibration
- LBL Array runtime calibration
- Software Upgrade (cNODE)
- Configure new options
- HAIN alignment
- Post processing of DVL calibration
- Troubleshooting in general
- Configure outputs/inputs
- General System Check","KONGSBERG Remote Services is a tool for KONGSBERG certified engineers worldwide when requested to connect to a HiPAP system and provide remote support. It can reduce the need for onboard visits by KONGSBERG Service personnel, saving both time and cost while reducing downtime due to shorter response time on support requests. Kongsberg Remote Services are built on a common technology platform for KONGSBERG products. When installed on board Remote Services can support several KONGSBERG products on the same platform. The system is designed to address the challenges of establishing a secure and reliable remote session to the vessel HiPAP system via satellite communications. KONGSBERG's global secure network is developed in-house and all communications are authenticated and encrypted by a Kongsberg Maritime controlled PKI (Public Key Infrastructure) regime. If a user requires support, the operator simply needs to request to press the 'Remote support' button on the HiPAP Operator Station (APOS). The request will then be handled by a KONGSBERG certified engineer in a KONGSBERG Support center. The engineer can view the operator's screen and assist via telephone or text chat through remote services. Initially, the on board user cannot operate the system during the support session, only view the screen onboard. The next level in the process is to enable the KONGSBERG support engineer to operate the system, check parameters and other status information. Execution of specific tasks can be carried out. If remote operation of the system shall be carried out, risk assessment and remote safe job analysis will have been completed by the customer and KONGSBERG in advance. Remote operation is only done by a certified KONGSBERG engineer after onboard personnel have initiated and approved the session and the time duration is agreed.",I don't know,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/remote-services-for-hipap-systems/,Underwater navigation & positioning
SA9510S,,I don't know,I don't know,I don't know,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/mine-avoidance-and-navigation-sonar-for-submarines-sa9510s/,
SA9520,,I don't know,I don't know,I don't know,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/mine-and-obstacle-avoidance-sonar-for-surface-vessels-sa9520/,
SD9500,,Key Features block,Value of the Products block,Technical Specifications block,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/sd9500-dipping-sonar-for-asw-and-volume-survey-in-littoral-waters/,
SIS 5 - Multibeam echosounder software,,,,,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/seafloor-information-system-5/,"Seafloor mapping, Geophysical survey"
SIS remote ,,,,,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/sis-remote/,"Cloud solution, Seafloor mapping, Geophysical survey"
SS2030 ,,I don't know,I don't know,I don't know,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/anti-submarine-warefare-sonar-ss-2030/,
ST2400,,I don't know,I don't know,I don't know,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/anti-submarine-warfare-sonar-st-2400/,
Seismic cable control - eBird,https://www.kongsberg.com/contentassets/fcb884f931154ae9a97e4f87c1bc39c8/datasheet_ebird.pdf,"• In-line titanium body with 3 detachable wings
• Lateral force control
• Low acoustic noise
• Autonomous depth control
• Adaptable to different streamer types
• SmartWing instrumentation
• Novel modem solution for long range streamer communication
• Wireless power transfer between wing and body
• Ruggedized design
• Battery power back-up
• Power-save mode
• Fault tolerant mode
• Onboard control and monitoring software (eBird Guidance)","The eBird offers effective lateral steering and depth control of seismic streamers with a minimum of additional acoustic noise. The uniform three wing solution and the built-in controller also provide full roll control capabilities. The eBird solution is built on an in-line body and three detachable wings. The snap-on/snap-off mechanism makes attachment/removal of wings an easy task during streamer deployment/retrieval and work-boat based maintenance. SmartWing makes it possible to maintain a very slim body to avoid acoustic noise induced by turbulence. eBird is designed to be a part of an outer control loop where all steering and control parameters can be accessed from the seismic vessel. The autonomous inner control loop ensures that eBird will maintain the correct depth and roll angle even if communication through the streamer is interrupted. Each wing is equipped with a battery that is continuously maintenance charged during normal operation. In case of streamer power failure, wing batteries will work as back-up power sources enabling continued operation for more than one week. The eBird technology is protected by several international patents.","PERFORMANCE ENVIRONMENTAL SPECIFICATIONS
Control functions Lateral, depth, roll
Operating depth 1 – 100 m
Pressure sensor accuracy ± 0.25 m
Survival depth 300 m
Tension (body) 160 000 N
WEIGHT AND DIMENSIONS
Build length 373 mm
Overall length 420 mm
Largest body diameter 74 mm
Enclosed diameter with wings 956 mm
Weight (in air) 13 kg
Weight (with wings, in water) 0 kg
Weight (without wings, in water) 3 kg
Operating temperature -5°C to +65°C
Storage temperature -20°C to +70°C
Specifications subject to change without any further notice.",https://www.kongsberg.com/maritime/products/deck-machinery-and-cranes/deck-machinery/seismic-vessels/spread-management/eBird/,"Communication solutions, Naval"
Sensor Fusion,https://www.kongsberg.com/contentassets/1d16a9142d0f46e2b2ee68445583a180/datasheet_blueinsight.pdf,"Key Features: - One-stop solution providing real-time overview across platforms and data types - Flexible and scalable, suitable for both small and large organizations - Open ecosystem building on FAIR data principles - Allows for deployment of customized machine learning algorithms - Cyber secure solution","Kongsberg Blue Insight is a digital infrastructure product designed to meet the increasing demand for accurate information from the oceans. It focuses on internet security and seamless integration, automating the data stream from a wide range of sensors and platform types, and visualizing them in a common framework. The solution facilitates modern data processing and machine learning, providing new understanding and in-depth knowledge. Through its dedicated modules, Blue Insight offers flexibility, security, and robustness required by any ocean data stakeholder, be it scientific, observational, or commercial. It provides a one-stop solution that offers real-time overview across platforms and data types, making it suitable for both small and large organizations. Blue Insight also creates an open ecosystem based on FAIR data principles and allows for the deployment of customized machine learning algorithms.",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-fusion/,Cloud solution
Sensor remote,https://www.kongsberg.com/contentassets/33812dcfb17f45ffa4ad34629d464c78/datasheet_blueinsight.pdf," - One-stop solution that provides real-time overview across platforms and data types
 - Flexible and scalable, suitable for both small and large organizations
 - Open ecosystem building on FAIR data principles
 - Allows for deployment of customized machine learning algorithms
 - Secure interactions between sensor platforms, cloud storage, and data management
 - Basic visualization framework with dashboard functionalities and graph view of data
 - Conversion of data in the cloud into common formats for seamless data sharing
 - Web interface for remote control of selected Kongsberg sensors
 - Web interface for visualizing selected real-time and historic sensor data and platform information in a map overlay
 - In-depth data handling capabilities, such as the implementation of quality control mechanisms and automated data analysis based on artificial intelligence","Kongsberg Blue Insight is a digital infrastructure product designed to meet the increasing demand for accurate information from the oceans, focusing on internet security and seamless integration. It facilitates modern data processing and machine learning, providing new understanding and in-depth knowledge. The solution offers flexibility, security, and robustness required by any ocean data stakeholder, whether scientific, observational, or commercial. Blue Insight provides a one-stop solution for real-time overview across platforms and data types. It is flexible and scalable, suitable for both small and large organizations. Additionally, it operates on an open ecosystem building on FAIR data principles and allows for deployment of customized machine learning algorithms.
The Blue Insight Core module provides solutions for secure interactions between sensor platforms, cloud storage, and data management enabled by the industrialized Internet of Things modules found in the Kognifai digital ecosystem. It also includes a basic visualization framework with dashboard functionalities and graph view of data. This module integrates with existing information technology systems and is a requisite for deploying other Blue Insight modules.
The Sensor Fusion Data Forwarder module automates the conversion of data in the cloud into common formats and empowers efficient and seamless data sharing across cloud solutions and user databases. It also provides the interface between selected third-party sensors and serves as the link with the Sensor Remote and Ocean View modules. The Sensor Remote module provides a web interface for remote control of selected Kongsberg sensors such as EM and EK80. The Ocean View module is a web interface for visualizing selected real-time and historic sensor data and platform information in a map overlay. The Analytics module enables in-depth data handling capabilities, such as the implementation of quality control mechanisms and automated data analysis based on artificial intelligence. It provides infrastructure for onboard and cloud-based machine learning from ocean data to enable automated classification of echo sounder data and a standardized processing pipeline allowing for remote deployment of user or third party supplied algorithms.",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-remote/,Cloud solution
"Side scan echo sounder, EA400",,,,,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA400-600/,"Seafloor mapping, Geophysical survey"
Simrad 12-16/60,https://www.simrad.online/td_012/12_16_60/sales/12_16_60_ds_en_a4.pdf,"12 kHz dual beam transducer
Can be set up for dual or single beam use
Resonant frequency of 12 kHz
Maximum transducer depth of 20 m
Circular beamwidth of 16 deg (narrow beam) and 60 deg (wide beam)
Directivity values of D=130 for narrow beam and D=10 for wide beam
Transmitting response of 142 dB re 1µPa per V
Receiving sensitivity, open circuit, of -168.5 dB re 1V per µPa
Electroacoustic efficiency of 0.60
Maximum pulse power input of 100 W
Maximum continuous power input of 4 W","The Simrad 12-16/60 is a 12 kHz dual beam transducer with 19 tonpilz elements, which can be set up for dual or single beam use. The transducer has an order number of KSV-089510. It has a resonant frequency of 12 kHz and a maximum transducer depth of 20 m. The cable length is 20 m, and the cable diameter is 12.5 mm. The transducer weighs 84 kg with cable and 78 kg without cable. The storage temperature range is -20 to 70 °C. The transducer has circular beamwidths of 16 deg (narrow beam) and 60 deg (wide beam). It has directivity values of D=130 for the narrow beam and D=10 for the wide beam. The transducer's transmitting response is 142 dB re 1µPa per V, and its receiving sensitivity, open circuit, is -168.5 dB re 1V per µPa. The electroacoustic efficiency is 0.60, and it has a maximum pulse power input of 100 W and a maximum continuous power input of 4 W.","Common
- Resonant frequency: 12 kHz
- Maximum transducer depth: 20 m
- Cable length: 20 m
- Cable diameter: 12.5 mm
- Weight with/without cable: 84 / 78 kg
- Storage temperature: -20 to 70 °C
Directivity (Narrow Beam)
- Circular beamwidth: 16 deg
- Directivity (D): 130
- Transmitting response: 142 dB re 1µPa per V
- Receiving sensitivity, open circuit: -168.5 dB re 1V per µPa
- Electroacoustic efficiency: 0.60
- Maximum pulse power input: 100 W
- Maximum continuous power input: 4 W
Directivity (Wide Beam)
- Circular beamwidth: 60 deg
- Directivity (D): 10",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td12khz/12-16-60/,"Seafloor mapping, Ocean science, Fish finding"
Simrad 120-25,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/164023_120-25.pdf,"Resonant frequency: 120 kHz, Maximum input power: 1000 W, Beamwidth, circular: 10 deg. ±2 deg., Maximum duty cycle (at maximum power): 5%, Directivity index: 25 dB, Maximum installation depth: 1000 m, Equivalent two-way beam angle (ψ): -17.5 dB, Maximum storage temperature: -20 to 70º C, Cable length: 25 m, Nominal impedance: 60 ohm, Cable diameter: 10.9 mm, Weight without cable: 4 kg, Transmitting response: 176.5 ±2 dB re 1µPa per V, Receiving sensitivity (open circuit): -183.0 ±2 dB re 1V per µPa, Electroacoustic efficiency: 70 ±20 %.","Introduction The 120-25 is a single-beam transducer protected by a robust housing. The solid interior enables it to withstand the pressure at a depth of 1000 m. Manufacturer: Simrad AS, Strandpromenaden 50, P.O.Box 111, N-3191 Horten. Telephone: +47 33 03 40 00, Telefax: +47 33 04 29 87.","category: Transducer, parameters: Resonant frequency, parameter value: 120 kHz, parameters: Maximum input power, parameter value: 1000 W, parameters: Beamwidth, circular, parameter value: 10 deg. ±2 deg., parameters: Maximum duty cycle (at maximum power), parameter value: 5%, parameters: Directivity index, parameter value: 25 dB, parameters: Maximum installation depth, parameter value: 1000 m, parameters: Equivalent two-way beam angle (ψ), parameter value: -17.5 dB, parameters: Maximum storage temperature, parameter value: -20 to 70º C, parameters: Cable length, parameter value: 25 m, parameters: Nominal impedance, parameter value: 60 ohm, parameters: Cable diameter, parameter value: 10.9 mm, parameters: Weight without cable, parameter value: 4 kg, parameters: Transmitting response, parameter value: 176.5 ±2 dB re 1µPa per V, parameters: Receiving sensitivity (open circuit), parameter value: -183.0 ±2 dB re 1V per µPa, parameters: Electroacoustic efficiency, parameter value: 70 ±20 %.",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-120-25/,Fish finding
