Product_Name,Product category,Application / use ,url,new_tags,tags_dict,tags
Simrad 50-18POR,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-18por/,"{""tags"": [""portable transducer"", ""hydrographic equipment"", ""50 kHz frequency"", ""single beam echo sounder"", ""marine electronics""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, echo sounder, chirp technology, fish finding, maritime navigation""
}"
Simrad 50/200 Combi C,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50200-combi-c/,"{""tags"": [""dual-frequency transducer"", ""hull mount transducer"", ""marine electronics"", ""fishfinder accessory"", ""temperature sensor""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, multi-frequency echo sounder, fish finding, fish stock assessment""
}"
Simrad 50/200 Combi D,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/50_200_combi_d/,"{""tags"": [""transducer"", ""dual-frequency"", ""hull-mounted"", ""navigation sonar"", ""marine electronics""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, multi-frequency echo sounder, fish finding, fish stock assessment""
}"
Simrad ES70-11,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-11/,"{""tags"": [""split-beam transducer"", ""towed foil compatible"", ""fish finding sonar"", ""70 kHz frequency"", ""underwater navigation equipment""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment""
}"
Simrad ES70-18CD,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-18cd/,"{""tags"": [""split-beam transducer"", ""subsea ecosystem monitoring"", ""broadband sweeps"", ""underwater vehicle compatible"", ""70 kHz frequency""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad ES70-7C,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/es70_7c/,"{""tags"": [""split-beam transducer"", ""fish detection"", ""target strength measurement"", ""through-hull mounting"", ""marine electronics""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, multi-frequency echo sounder, fish stock assessment, catch monitoring""
}"
Simrad ES70-7CD,Fish finding," Scanning Sonar, Underwater Mapping Systems, Acoustic Modems, Multibeam Sonar, Side Scan Sonars",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-7cd/,"{""tags"": [""marine transducer"", ""depth-rated"", ""split-beam"", ""underwater vehicles"", ""single fish detection""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, multi-frequency echo sounder, fish stock assessment, catch monitoring""
}"
Simrad C-All,Fish finding," Sonar Heads, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,"{""tags"": [""multi-frequency echo sounder"", ""fish detection"", ""wide band transceiver"", ""target strength measurement"", ""hull-mounted transducer""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, chirp technology, fish finding, maritime navigation""
}"
Simrad 120-25,Fish finding," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-120-25/,"{""tags"": [""single-beam transducer"", ""deep sea fishing"", ""high-frequency sonar"", ""marine equipment"", ""underwater navigation""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
  ""tags"": ""echo sounder,split-beam technology,fish stock assessment,catch monitoring""
}"
Simrad ES120-7C,Fish finding," Survey Vessel, Multibeam Sonar, Underwater Mapping Systems, Survey Equipment, Remote Monitoring Solutions",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,"{
  ""tags"": [""split-beam transducer"", ""fishery research"", ""120 kHz frequency"", ""sea temperature sensor"", ""marine electronics""]
}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""Tags"": ""echo sounder,multi-frequency echo sounder,fish stock assessment,catch monitoring""
}"
Simrad ES120-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,"{""tags"": [""split-beam transducer"", ""depth-rated"", ""large bandwidth"", ""single fish detection"", ""submerged platforms""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad ES120-7DD,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Portable Hydrographic System, Survey Equipment, Multibeam Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7dd/,"{""tags"": [""split-beam transducer"", ""deep water fishing"", ""120 kHz frequency"", ""high power sonar"", ""1500m depth capability""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad ES120-7G,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Multibeam Sonar, Scanning Sonar, Portable Hydrographic System",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7g/,"{""tags"": [""split-beam transducer"", ""fishfinder"", ""120 kHz frequency"", ""portable echo sounder"", ""maritime electronics""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,"{""tags"": [""multi-frequency transducer"", ""fishfinding equipment"", ""marine electronics"", ""single-beam echo sounder"", ""hull-mounted sonar""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""Tags"": ""portable sonar, chirp technology, fish finding, maritime navigation""
}"
Simrad ES120-18CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,"{""tags"": [""wideband transducer"", ""subsea deployment"", ""autonomous marine equipment"", ""120 kHz frequency"", ""1500 m depth rating""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad 200-7C,Fish finding," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7c/,"{
  ""tags"": [""marine transducer"", ""fishfinder"", ""200 kHz frequency"", ""high-resolution sonar"", ""submersible""]
}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad 200-7F,Fish finding," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7f/,"{
  ""tags"": [""transducer"", ""hydrographic sounder"", ""fishfinder"", ""200 kHz frequency"", ""hull mount""]
}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, chirp technology, fish finding, maritime navigation""
}"
Simrad 200-7G,Fish finding," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Data Synchronization, Data Management",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7g/,"{""tags"": [""transducer"", ""fishfinder"", ""hydrographic"", ""200kHz"", ""portable sonar""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, echo sounder, sonar system, chirp technology, wideband chirp, fish finding, fish stock assessment""
}"
Simrad ES200-7C,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200_7c/,"{""tags"": [""transducer"", ""fish detection"", ""marine electronics"", ""200 kHz frequency"", ""hull-mounted""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad ES200-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-es200-7cd/,"{""tags"": [""depth-rated transducer"", ""split-beam"", ""single fish detection"", ""submersible"", ""200 kHz frequency""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment""
}"
Simrad ES200-7CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200-7cdk/,"{""tags"": [""underwater transducer"", ""autonomous subsea deployment"", ""200 kHz frequency"", ""1500m and 6000m depth"", ""split-beam technology""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad 38/200 Combi W,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-38200-combi-w/,"{""tags"": [""dual_frequency_transducer"", ""shallow_water_fish_detection"", ""bottom_discrimination"", ""through_hull_mounting"", ""discontinued""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
  ""tags"": ""portable sonar, wideband chirp, multi-frequency echo sounder, fish finding, catch monitoring""
}"
Simrad C-All,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,"{
  ""tags"": [""multi-frequency transducer"", ""fish detection"", ""marine electronics"", ""wide band transceiver"", ""hull-mounted""]
}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, chirp technology, fish finding, maritime navigation""
}"
Simrad ES333-7C,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7c/,"{""tags"": [""split-beam transducer"", ""marine research"", ""fishery applications"", ""sea temperature sensor"", ""333 kHz frequency""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad ES333-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7cd/,"{""tags"": [""split-beam transducer"", ""underwater acoustics"", ""fish detection"", ""submerged platforms"", ""depth-rated""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
  ""tags"": ""echo sounder, split-beam technology, fish stock assessment""
}"
Simrad ES333-7CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/es333-7cdk/,"{""tags"": [""underwater transducer"", ""333 kHz frequency"", ""7 degree beamwidth"", ""1500 m depth rating"", ""autonomous subsea deployment""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
PI Portable hydrophone,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,"{""tags"": [""underwater listening device"", ""fish monitoring system"", ""omnidirectional hydrophone"", ""marine equipment"", ""deep-sea fishing""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, fish finding, maritime navigation""
}"
PI Purse seine hydrophone,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,"{""tags"": [""hydrophone"", ""wireless sensor communication"", ""fish finding"", ""hull-mounted"", ""marine electronics""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""sonar system,catch monitoring""
}"
PI Trawl hydrophone,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,"{""tags"": [""hydroacoustic monitoring"", ""fish finding"", ""trawling equipment"", ""marine navigation"", ""wireless sensor communication""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""sonar system, fish stock assessment, catch monitoring""
}"
Simrad PX MultiCatch,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmulticatch/,"{""tags"": [""fish finding sensor"", ""depth measurement"", ""temperature gauge"", ""marine equipment"", ""oceanography technology""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, multi-frequency echo sounder, fish stock assessment, catch monitoring""
}"
Simrad PX MultiSensor,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmultisensor/,"{""tags"": [""marine_sensor"", ""fish_finding"", ""underwater_measurement"", ""vessel_equipment"", ""temperature_depth_monitoring""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
  ""tags"": ""portable sonar, echo sounder, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad PX TrawlEye,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxtrawleye/,"{""tags"": [""trawl monitoring"", ""fishery sonar"", ""marine equipment"", ""underwater sensor"", ""echosounder technology""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, split-beam technology, fish finding, catch monitoring""
}"
Simrad PX Universal,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/simrad-px-universal/,"{""tags"": [""marine_sensor"", ""net_monitoring"", ""depth_measurement"", ""fish_finding_equipment"", ""temperature_sensing""]}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""tags"": ""portable sonar, split-beam technology, fish stock assessment, catch monitoring""
}"
Simrad PX Configurator,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,"{
  ""tags"": [""catch monitoring sensor configuration"", ""trawl door calibration"", ""sensor programming"", ""marine electronics software"", ""fishing industry technology""]
}","{
    ""Product Type"": [
        ""portable sonar"",
        ""echo sounder"",
        ""sonar system"",
        ""navigation software""
    ],
    ""Technology"": [
        ""chirp technology"",
        ""split-beam technology"",
        ""wideband chirp"",
        ""multi-frequency echo sounder""
    ],
    ""Application"": [
        ""fish finding"",
        ""fish stock assessment"",
        ""maritime navigation"",
        ""catch monitoring""
    ]
}","{
    ""Tags"": [
        ""sonar system"",
        ""navigation software"",
        ""fish stock assessment"",
        ""catch monitoring""
    ]
}"
