url,Product_Name,Data sheets,downloads
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80p/,EK80 Portable,['https://www.simrad.online/ek80/sales/ek80p_ds_en_a4.pdf'],"{'Stay in touch for product information and software updates': ['http://www.facebook.com/Simrad', 'https://www.twitter.com/simrad', 'https://www.linkedin.com/company/simrad']}"
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/ek80-portable-entry/,EK80 Portable entry,,"{'Stay in touch for product information and software updates': ['http://www.facebook.com/Simrad', 'https://www.twitter.com/simrad', 'https://www.linkedin.com/company/simrad']}"
https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/ek80software/,EK80 software,,{}
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-124-multibeam-echosounder-max.-11000-m,"EM 124 Multibeam echosounder, Max. 11000 m","https://www.kongsberg.com/contentassets/fc4a27883f1d4d3a86775c4f483b323b/464489ae_hws_mc3xx_data_sheet_02.pdf, https://www.kongsberg.com/contentassets/fc4a27883f1d4d3a86775c4f483b323b/446295c_sis5_data_sheet.pdf, https://www.kongsberg.com/contentassets/fc4a27883f1d4d3a86775c4f483b323b/01.sis-remote-2p-26.05.21.pdf","{'Application notes': ['/contentassets/6043385dd7424463ba45418e9dcb2e48/discovering-the-redefined-em-series-2022.pdf'], 'Articles & Papers': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution/', 'https://mac.unols.org/reports/', 'https://www.oceannews.com/news/science-technology/kongsberg-em-124-sonar-used-in-five-deeps-expedition', 'https://www.mdpi.com/2072-4292/14/9/2063', 'https://www.researchgate.net/publication/351361736_High-resolution_multibeam_sonar_bathymetry_of_the_deepest_place_in_each_ocean', 'https://www.hydro-international.com/content/article/exploring-the-deepest-points-on-earth?output=pdf', '/contentassets/10a4892d878947179686be359245f4c0/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-advanced.pdf', '/contentassets/10a4892d878947179686be359245f4c0/em_technical_note_web_backscatteringseabedimagereflectivity.pdf', '/contentassets/10a4892d878947179686be359245f4c0/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-basic.pdf', '/contentassets/10a4892d878947179686be359245f4c0/em-technical-note-multibeam-survey-planning-the-key-to-success.pdf', '/contentassets/10a4892d878947179686be359245f4c0/em-sector-coverage-beam-spacing-modes.pdf', '/contentassets/10a4892d878947179686be359245f4c0/kongsberg-em-technical-note-the-advantages-of-yaw-stabilization.pdf'], 'Data sheets': ['/globalassets/maritime/km-products/product-documents/em-124-multibeam-echo-sounder/', '/contentassets/fc4a27883f1d4d3a86775c4f483b323b/464489ae_hws_mc3xx_data_sheet_02.pdf', '/contentassets/fc4a27883f1d4d3a86775c4f483b323b/446295c_sis5_data_sheet.pdf', '/contentassets/fc4a27883f1d4d3a86775c4f483b323b/01.sis-remote-2p-26.05.21.pdf'], 'Manuals': ['/globalassets/maritime/km-products/product-documents/443140_em124_installation_manual_en.pdf', '/contentassets/043ed187533d47bf987f73b579332951/458499aa_em124_maintenance_manual.pdf', '/contentassets/043ed187533d47bf987f73b579332951/160692ax_em_datagram_formats.pdf', '/contentassets/043ed187533d47bf987f73b579332951/410224ai_01_em_dgm_format.zip', '/contentassets/043ed187533d47bf987f73b579332951/495770ab_hws_instruction_manual.pdf'], 'Software': ['/maritime/support/document-and-downloads/software-downloads/'], 'Technical notes': ['/contentassets/df96b6771f554920b25f4f1f2055cfaa/454146_d-sound-levels-from-kongsberg-multibeam.pdf', '/contentassets/df96b6771f554920b25f4f1f2055cfaa/420527ad_transducer_painting_instruction.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-multibeam-echosounder-max.-6000-m,EM 2040 MKII Multibeam echosounder,https://www.kongsberg.com/contentassets/e8fa4f09f25f4b1e86eda52cc1355dc7/em-2040---mkii-data-sheet.pdf,"{'Data sheet': ['/contentassets/e8fa4f09f25f4b1e86eda52cc1355dc7/em-2040---mkii-data-sheet.pdf'], 'Application note': ['/globalassets/maritime/km-products/product-documents/discovering-the-redefined-em-multibeam-series/', '/globalassets/maritime/km-products/product-documents/application-note_em2040-high-frequency-mode.pdf', '/contentassets/b269295cf16d45d6a74b7e7fee206baa/466088aa_em_multifreqency_app_note.pdf'], 'Technical note': ['/globalassets/maritime/km-products/product-documents/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-advanced.pdf', '/globalassets/maritime/km-products/product-documents/em_technical_note_web_backscatteringseabedimagereflectivity.pdf', '/globalassets/maritime/km-products/product-documents/em-technical-note-multibeam-survey-planning-the-key-to-success.pdf', '/globalassets/maritime/km-products/product-documents/em-sector-coverage-beam-spacing-modes.pdf', '/contentassets/1552210c0b3c47aab1d2ee83508c47e3/multibeam-intensity-v2022.pdf', '/globalassets/maritime/km-products/product-documents/kongsberg-em-technical-note-the-advantages-of-yaw-stabilization.pdf'], 'Article': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution2/'], 'Paper': ['/globalassets/maritime/km-products/product-documents/us_hydro_2007_lr.pdf'], 'PowerPoint presentation': ['/globalassets/maritime/km-products/product-documents/kognifai_at_subsea-2018.pdf'], 'Manuals': ['/contentassets/bec9fece17be43b7b1489b8cb9ba1fa6/472405ab_em2040mk2_installation_manual_en.pdf', '/contentassets/896351f6537a46ffa0017c232a5b26aa/495770aa_hws_instruction_manual.pdf', '/contentassets/bec9fece17be43b7b1489b8cb9ba1fa6/160692_em_datagram_formats.pdf', '/contentassets/bec9fece17be43b7b1489b8cb9ba1fa6/410224ai_01_em_dgm_format.zip']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040-phs-portable-hydrographic-system-/,EM 2040 PHS Portable Hydrographic System ,,"{'Article': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution/'], 'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/em-2040-phs-portable-hydrographic-system/'], 'PowerPoint presentation': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution2/'], 'Technical note': ['/contentassets/e7694c05ba004432a68c918dff57c1fb/multibeam-intensity-v2022.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040c-multibeam-echosounder-max.-500-m,"EM 2040C MKII Multibeam echosounder, Max. 500 m",,"{'Application note': ['/globalassets/maritime/km-products/product-documents/complete-portable-integrated-solution-for-laser-scanner-lidar-3d-and-multibeam-bathymetric-survey-system-topo-bathy/', '/globalassets/maritime/km-products/product-documents/discovering-the-redefined-em-multibeam-series/', '/globalassets/maritime/km-products/product-documents/em-2040-and-topas-ps-120-demonstrations-at-oceanology-international-2014/', '/globalassets/maritime/km-products/product-documents/the-em-2040-compact-trusted-acoustics-redefining-high-resolution-shallow-water-surveys/'], 'Article': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution/'], 'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Data sheet': ['/contentassets/94ea2adb75394001a54d852d0920b420/443809ad_em2040c_mk2_data_sheet_slim_pu.pdf'], 'Datenblatt': ['/globalassets/maritime/km-products/product-documents/em-2040-c-kompaktes-facherecholot-fur-flachwasser/'], 'Manuals': ['/contentassets/2e18d0568b19445e8f5a668cf106e18c/160692_em_datagram_formats.pdf', '/contentassets/2e18d0568b19445e8f5a668cf106e18c/410224ai_01_em_dgm_format.zip', '/contentassets/cd134ba6371f4ec6aebdad030a2a03e8/495770aa_hws_instruction_manual.pdf'], 'Paper': ['/globalassets/maritime/km-products/product-documents/us_hydro_2007_lr.pdf'], 'PowerPoint presentation': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution2/'], 'Technical note': ['/globalassets/maritime/km-products/product-documents/advanced-filters-and-gains-for-em-2040-em-710-em-302-and-em-122/', '/globalassets/maritime/km-products/product-documents/backscattering-and-seabed-image-reflectivity/', '/globalassets/maritime/km-products/product-documents/detector-modes-in-sis-for-em-2040-em-2040c-and-em-3002/', '/globalassets/maritime/km-products/product-documents/filters-and-gains-for-em-2040-em-710-em-302-and-em-122/', '/globalassets/maritime/km-products/product-documents/multibeam-survey-planning---the-key-to-success/', '/globalassets/maritime/km-products/product-documents/sector-coverage-and-beam-spacing-modes-for-multibeam-echosounders/', '/contentassets/560c7faa851c42e4b7ad609ca496ab4a/multibeam-intensity-v2022.pdf', '/globalassets/maritime/km-products/product-documents/the-advantages-of-yaw-stabilization-in-multibeam-surveying/']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-2040p-mkii-multibeam-echosounder-max.-550-m,"EM 2040P MKII Multibeam echosounder, Max. 550 m",https://www.kongsberg.com/contentassets/2b09d642b1604c78941086c6ce60a9b0/437136aj_em2040p_mk2_data_sheet.pdf,"{'Data sheet': ['/contentassets/2b09d642b1604c78941086c6ce60a9b0/437136aj_em2040p_mk2_data_sheet.pdf'], 'Application note': ['/globalassets/maritime/km-products/product-documents/discovering-the-redefined-em-multibeam-series/', '/globalassets/maritime/km-products/product-documents/application-note_em2040-high-frequency-mode.pdf', '/contentassets/06751d50860f4275ae3ce351ca63deaf/466088aa_em_multifreqency_app_note.pdf'], 'Technical note': ['/globalassets/maritime/km-products/product-documents/advanced-filters-and-gains-for-em-2040-em-710-em-302-and-em-122/', '/globalassets/maritime/km-products/product-documents/backscattering-and-seabed-image-reflectivity/', '/globalassets/maritime/km-products/product-documents/filters-and-gains-for-em-2040-em-710-em-302-and-em-122/', '/globalassets/maritime/km-products/product-documents/multibeam-survey-planning---the-key-to-success/', '/globalassets/maritime/km-products/product-documents/sector-coverage-and-beam-spacing-modes-for-multibeam-echosounders/', '/contentassets/f54e018fb4e74dc1a433c75befb2d73c/multibeam-intensity-v2022.pdf', '/globalassets/maritime/km-products/product-documents/the-advantages-of-yaw-stabilization-in-multibeam-surveying/'], 'Article': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution/'], 'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Manuals': ['/contentassets/24be01e20bf94e02a1f29d5928755a87/160692_em_datagram_formats.pdf', '/contentassets/24be01e20bf94e02a1f29d5928755a87/410224ai_01_em_dgm_format.zip', '/contentassets/24be01e20bf94e02a1f29d5928755a87/417418ac_em2040p_installation_manual_en.pdf', '/contentassets/e6b2212ea9fc47788379927056cf7c0b/495770aa_hws_instruction_manual.pdf'], 'PowerPoint presentation': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution2/']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-mkii-multibeam-echosounder/,EM 304 MKII Multibeam echosounder,"https://www.kongsberg.com/contentassets/37b2b502e3d549d6ab66dcd5d551e750/463787aa_em304_mkii_data_sheet.pdf, https://www.kongsberg.com/contentassets/82c5f66cc036430d85e1b9edf32fbe0b/464489ae_hws_mc3xx_data_sheet_02.pdf, https://www.kongsberg.com/contentassets/82c5f66cc036430d85e1b9edf32fbe0b/446295c_sis5_data_sheet.pdf, https://www.kongsberg.com/contentassets/82c5f66cc036430d85e1b9edf32fbe0b/01.sis-remote-2p-26.05.21.pdf","{'Application notes': ['/contentassets/71ac3f7f94c84db383e3dc1819ec5677/discovering-the-redefined-em-series-2022.pdf'], 'Articles & Papers': ['/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/integrated-solution-for-seafloor-mapping-processing-and-distribution.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/kongsberg-em304-installation--results-onboard-rv-thalassa_2018.pdf', 'https://mac.unols.org/reports/', 'https://www.mdpi.com/2072-4292/14/9/2063', 'https://oceanexplorer.noaa.gov/news/oer-updates/2023/ak-ca-uncrewed-mapping.html', 'https://oceanexplorer.noaa.gov/news/oer-updates/2021/two-million.html', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/bubble-vent-localization-for-marine-hydrocarbon-seep-surveys_2022.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/multibeamsonarbackscatterdataprocessing_2018.pdf', 'https://www.youtube.com/watch?v=_xqsiRIIts0', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-advanced.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/em_technical_note_web_backscatteringseabedimagereflectivity.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-basic.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/em-technical-note-multibeam-survey-planning-the-key-to-success.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/em-sector-coverage-beam-spacing-modes.pdf', '/contentassets/058cd4fb2f1d417dab5f444f8f5cbf9a/kongsberg-em-technical-note-the-advantages-of-yaw-stabilization.pdf'], 'Data sheets': ['/contentassets/37b2b502e3d549d6ab66dcd5d551e750/463787aa_em304_mkii_data_sheet.pdf', '/contentassets/82c5f66cc036430d85e1b9edf32fbe0b/464489ae_hws_mc3xx_data_sheet_02.pdf', '/contentassets/82c5f66cc036430d85e1b9edf32fbe0b/446295c_sis5_data_sheet.pdf', '/contentassets/82c5f66cc036430d85e1b9edf32fbe0b/01.sis-remote-2p-26.05.21.pdf'], 'Manuals': ['/contentassets/37b2b502e3d549d6ab66dcd5d551e750/467936aa_em304mk2_installation_manual_en.pdf', '/contentassets/7653073f4215463b80936a426a1a0d11/470434a_em304mkii_maintenance_manual.pdf', '/contentassets/7653073f4215463b80936a426a1a0d11/160692ax_em_datagram_formats.pdf', '/contentassets/7653073f4215463b80936a426a1a0d11/410224ai_01_em_dgm_format.zip', '/contentassets/7653073f4215463b80936a426a1a0d11/495770ab_hws_instruction_manual.pdf'], 'Software': ['/maritime/support/document-and-downloads/software-downloads/'], 'Technical notes': ['/contentassets/5e174bf20700424bb9840e4297571247/454146_d-sound-levels-from-kongsberg-multibeam.pdf', '/contentassets/5e174bf20700424bb9840e4297571247/420527ad_transducer_painting_instruction.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-304-multibeam-echosounder-max.-8000-m,"EM 304 Multibeam echosounder, Max. 8000 m",,"{'Article': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution/'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/em-304-multibeam-echosounder/Download'], 'Manuals': ['/globalassets/maritime/km-products/product-documents/427620_em304_installation_manual_en.pdf', '/contentassets/364a22fe061545ae846d396619d88b82/458500aa_em304_maintenance_manual.pdf', '/contentassets/364a22fe061545ae846d396619d88b82/160692_em_datagram_formats.pdf', '/contentassets/364a22fe061545ae846d396619d88b82/410224ai_01_em_dgm_format.zip', '/contentassets/60fa3dd22abd45b09b97ff7271302187/495770aa_hws_instruction_manual.pdf'], 'PowerPoint presentation': ['/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution2/'], 'Product description': ['/globalassets/maritime/km-products/product-documents/synchronization-unit---k-synk/'], 'Technical note': ['/globalassets/maritime/km-products/product-documents/multibeam-survey-planning---the-key-to-success/', '/globalassets/maritime/km-products/product-documents/sector-coverage-and-beam-spacing-modes-for-multibeam-echosounders/', '/contentassets/a86d09cab9fc423881ea38c6edafa98f/multibeam-intensity-v2022.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-712-multibeam-echosounder-max.-3600-m,"EM 712 Multibeam echosounder, Max. 3600 m","https://www.kongsberg.com/contentassets/2c197a1f0a33461b9642276e31b67fb7/datasheet_em_712.pdf, https://www.kongsberg.com/contentassets/2c197a1f0a33461b9642276e31b67fb7/464489ae_hws_mc3xx_data_sheet_02.pdf, https://www.kongsberg.com/contentassets/2c197a1f0a33461b9642276e31b67fb7/446295c_sis5_data_sheet.pdf, https://www.kongsberg.com/contentassets/2c197a1f0a33461b9642276e31b67fb7/01.sis-remote-2p-26.05.21.pdf","{'Application notes': ['/contentassets/2cd9ea2a6e48426c962e006edaa07bdf/discovering-the-redefined-em-series-2022.pdf'], 'Articles & papers': ['/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/integrated-solution-for-seafloor-mapping-processing-and-distribution.pdf', 'https://mac.unols.org/reports/', 'https://www.mdpi.com/2072-4292/14/9/2063', 'https://ccom.unh.edu/seminars/miguel-candido-thesis-defense', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/multifrequency-seafloor-backscatter_2020.pdf', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-advanced.pdf', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/em_technical_note_web_backscatteringseabedimagereflectivity.pdf', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/kongsberg-em-technical-note-em-runtime-parameters-filters-and-gains-basic.pdf', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/em-technical-note-multibeam-survey-planning-the-key-to-success.pdf', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/em-sector-coverage-beam-spacing-modes.pdf', '/contentassets/72ba5b2377d8463f8c5564ad9eb2790f/kongsberg-em-technical-note-the-advantages-of-yaw-stabilization.pdf'], 'Data sheets': ['/contentassets/2c197a1f0a33461b9642276e31b67fb7/datasheet_em_712.pdf', '/contentassets/2c197a1f0a33461b9642276e31b67fb7/464489ae_hws_mc3xx_data_sheet_02.pdf', '/contentassets/2c197a1f0a33461b9642276e31b67fb7/446295c_sis5_data_sheet.pdf', '/contentassets/2c197a1f0a33461b9642276e31b67fb7/01.sis-remote-2p-26.05.21.pdf'], 'Manuals': ['/contentassets/270cdfb4fdb64e43a75dcc0b6eaf97a6/401027ac_em712_installation_manual.pdf', '/contentassets/270cdfb4fdb64e43a75dcc0b6eaf97a6/451106_em712_maintenance_manual_en.pdf', '/contentassets/270cdfb4fdb64e43a75dcc0b6eaf97a6/160692ax_em_datagram_formats.pdf', '/contentassets/270cdfb4fdb64e43a75dcc0b6eaf97a6/410224ai_01_em_dgm_format.zip', '/contentassets/270cdfb4fdb64e43a75dcc0b6eaf97a6/495770ab_hws_instruction_manual.pdf'], 'Software': ['/maritime/support/document-and-downloads/software-downloads/'], 'Technical notes': ['/contentassets/ee239310072142a69196fb6ab3427bee/454146_d-sound-levels-from-kongsberg-multibeam.pdf', '/contentassets/ee239310072142a69196fb6ab3427bee/420527ad_transducer_painting_instruction.pdf']}"
https://www.kongsberg.com/maritime/products/commercial-fisheries/aquaculture-monitoring-systems/information-transfer-system/,Fish farm information transfer system,,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/aqualink/']}"
https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/td_fishfinding/,Fish-finding transducers,,"{'Stay in touch for product information and software updates': ['http://www.facebook.com/Simrad', 'https://www.twitter.com/simrad', 'https://www.linkedin.com/company/simrad']}"
https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/gnss-compass-and-position-sensor/,GNSS compass and position sensor,"https://www.kongsberg.com/contentassets/0d2751ec14f74850bf4106ace4472d5f/datasheet_seanav300.pdf, https://www.kongsberg.com/globalassets/maritime/snr-files/mfd/datasheet_mfd307_aug18.pdf","{'Data sheets': ['/contentassets/0d2751ec14f74850bf4106ace4472d5f/datasheet_seanav300.pdf', '/globalassets/maritime/snr-files/mfd/datasheet_mfd307_aug18.pdf']}"
https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/dps/,GNSS/DGNSS Position Sensors,,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/reference-systems-and-solutions-for-offshore-support-vessels/', '/globalassets/maritime/km-products/product-documents/reference-systems-for-fpso/'], 'Data sheets': ['/contentassets/194b748672de4f2f9f1104774e91abd6/datasheet_dpsi1_aug22.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/443866f_ds_dpsi2.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/110-0048136_ds_a---dpsi3.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/110-0012621b_dpsi4_ds_oct22.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/110-0048137_ds_a---dpsi6.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/datasheet_dps5d.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/datasheet_dgnss3710.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/datasheet_dpsdisplayunit.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/datasheet_dps112.pdf', '/contentassets/194b748672de4f2f9f1104774e91abd6/datasheet_dps114.pdf']}"
https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/differential-absolute-relative-position-sensor/,GNSS-based Relative Position Sensor,"https://www.kongsberg.com/contentassets/7162715d5e3941838b97b22c33b57aae/110-0042313a_datasheet_darps232_jun23.pdf, https://www.kongsberg.com/contentassets/7162715d5e3941838b97b22c33b57aae/datasheet_darps900b.pdf, https://www.kongsberg.com/contentassets/7162715d5e3941838b97b22c33b57aae/datasheet_dgnss3710.pdf","{'Data sheets': ['/contentassets/7162715d5e3941838b97b22c33b57aae/110-0042313a_datasheet_darps232_jun23.pdf', '/contentassets/7162715d5e3941838b97b22c33b57aae/datasheet_darps900b.pdf', '/contentassets/7162715d5e3941838b97b22c33b57aae/datasheet_dgnss3710.pdf']}"
https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/gps-navigation-sensor/,GPS navigation sensor,https://www.kongsberg.com/contentassets/f8c817520a594f678aa232adbc73a4f8/datasheet_seapos300.pdf,{'Data sheet': ['/contentassets/f8c817520a594f678aa232adbc73a4f8/datasheet_seapos300.pdf']}
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/hain/hain-reference/,HAIN Reference for DP,,"{'Product description': ['/contentassets/908f79d5012e4bfba5345fa62e5ba41c/301416aa-hain-position-reference-pd.pdf', '/contentassets/908f79d5012e4bfba5345fa62e5ba41c/hain_-a-new-reference-for-dp-of-vessels.pdf', '/contentassets/908f79d5012e4bfba5345fa62e5ba41c/kongsberg-hain-folder.pdf']}"
https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/helideck-monitoring-system/,Helideck Monitoring System,"https://www.kongsberg.com/contentassets/587a526dc451456eb14a0eb82c31554d/471738b_ds_hms300_oct22.pdf, https://www.kongsberg.com/contentassets/587a526dc451456eb14a0eb82c31554d/datasheet_avr100.pdf","{'Data sheet': ['/contentassets/587a526dc451456eb14a0eb82c31554d/471738b_ds_hms300_oct22.pdf', '/contentassets/587a526dc451456eb14a0eb82c31554d/datasheet_avr100.pdf'], 'Compliance': ['/globalassets/maritime/km-products/documents/hms-monitoring-system-statement-of-compliance-kongsberg.pdf']}"
https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/high-resolution-1171-sonar-heads/,HIGH RESOLUTION 1171 SONAR HEADS,,"{'Related publications': ['https://www.mesotech.online/high_res_sonar/documents.htm', 'https://www.mesotech.online/domed_sonar/documents.htm'], 'APPLICATION NOTES': ['/contentassets/6a46a7f3ae4d4a52a192636df7d93d9c/3d-inspection-of-bridge-sub-structural-elements.pdf', '/contentassets/6a46a7f3ae4d4a52a192636df7d93d9c/bridge-visualization.pdf', '/contentassets/6a46a7f3ae4d4a52a192636df7d93d9c/search--recovery-sonar-system.pdf', '/contentassets/6a46a7f3ae4d4a52a192636df7d93d9c/shipwreck-documentation-rev1.pdf', '/contentassets/6a46a7f3ae4d4a52a192636df7d93d9c/vertical-visualization-of-structure-v2.pdf'], 'Software Download': ['~/link/0bd2bfacc7204005b8e2f1552bf3adae.aspx']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102/,HiPAP 102 - Ultra Deep Water Positioning system,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Information letter': ['/globalassets/maritime/km-products/product-documents/430801-hipap-sw-lbl-positioning-info-letter.pdf', '/globalassets/maritime/km-products/product-documents/415197-mean-sound-velocity-info-letter.pdf'], 'Manuals': ['/contentassets/431e77b86c284034ba6ce076f7861349/419427c-hipap502-hlu-inm-lowres.pdf', '/globalassets/maritime/snr-files/hipap/396013f-hipap-inm.pdf', '/contentassets/49c40233246641b996e4180dd6ec78a3/325840h_hipap_cable_plan.pdf', '/globalassets/maritime/km-products/product-documents/hipap-502_452_352_102-system-hull-units-instruction-manual/'], 'Product description': ['/contentassets/9182b1c1863f4ad794fb93885932f97d/400578f-hipap-pd.pdf'], 'Product leaflet': ['/globalassets/maritime/km-products/product-documents/apos-trainer/'], 'Product notice': ['/globalassets/maritime/km-products/product-documents/hipap---use-of-third-party-wideband-transponders/'], 'Software release note': ['/globalassets/maritime/km-products/product-documents/388880j.pdf', '/contentassets/193e34af76bf43edb2655221b3da64fd/hipap-4_5_0-release-note.pdf']}"
https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-102p/,HiPAP 102P - Portable Acoustic Positioning system for Ultra-Deep water Operations,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf,"{'Application note': ['/globalassets/maritime/km-products/product-documents/hipap-and-hpr-calibration-tool/'], 'Brochure': ['~/link/349428ca632f4f61922083bee798e1e7.aspx', '/globalassets/maritime/km-products/product-documents/405264-subsea-construction.pdf'], 'Data sheet': ['/globalassets/maritime/km-products/product-documents/hipap-102p/'], 'Information letter': ['/globalassets/maritime/km-products/product-documents/430801-hipap-sw-lbl-positioning-info-letter.pdf'], 'Manual': ['/globalassets/maritime/km-products/product-documents/hipap-102p-instruction-manual/', '/globalassets/maritime/snr-files/hipap/396013f-hipap-inm.pdf'], 'Product description': ['/contentassets/15c1acf9071e4929a0046de2252b3e21/400578f-hipap-pd.pdf'], 'Product leaflet': ['/globalassets/maritime/km-products/product-documents/apos-trainer/'], 'Product notice': ['/globalassets/maritime/km-products/product-documents/hipap---use-of-third-party-wideband-transponders/'], 'Software release note': ['/globalassets/maritime/km-products/product-documents/388880j.pdf', '/contentassets/c3569c71e6824a28bcb761d437b36a6b/hipap-4_5_0-release-note.pdf']}"
