Unnamed: 0,Product_Name,Product category,Application / use ,url,new_tags,filter_tags,product_tags,image_url,related_products,related_products_url
,"Sonar Processing Software, MS1000",Maritime communications," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonar-processing-software-ms1000/,"{""tags"": [""sonar software"", ""underwater imaging"", ""multi-head support"", ""data interpretation"", ""3D profiling""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""Tags"": ""digital product, licensed software, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/contentassets/0f53a62b171e422fa71c1383a098fdff/ms-1000-processor-500x268.jpg?width=500&rxy=0.5,0.5",[],[]
,AIS service management system,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-service-management-system/,"{""tags"": [""AIS network monitoring"", ""marine navigation"", ""vessel tracking"", ""base station management"", ""electronic chart display""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""digital product, licensed software, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/contentassets/f3f5d1afd51c47f4b4b77e2e5ca8caf2/ais_cm.jpg?width=750&rxy=0.5,0.5",['AIS physical shore stations'],['https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/']
,AIS physical shore stations,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,"{""tags"": [""maritime surveillance"", ""coastal AIS network"", ""AIS base station"", ""IEC62320-1 standard"", ""BSH approved""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/contentassets/c8180d2a2fa84181ab714d9bd40d02dc/ais-physical-shore-station-1020x411.jpg?width=750&rxy=0.5,0.5",[],[]
,Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"{
  ""tags"": [""software update"", ""dealer support"", ""license"", ""maritime electronics"", ""product support""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""digital product, licensed software, software update, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchallsw/,"{
  ""tags"": [""software update"", ""marine electronics"", ""dealer support"", ""license required"", ""product support""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""digital product, licensed software, software update, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60allsw/,"{""tags"": [""software_update"", ""dealer_support"", ""license_requirement"", ""Kongsberg_Maritime"", ""fish_finding_technology""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
  ""tags"": ""digital product, licensed software, software update, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"{""tags"": [""software update"", ""dealer support"", ""license required"", ""Kongsberg Maritime"", ""product upgrade""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""licensed software, software update, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchallsw/,"{""tags"": [""software update"", ""dealer support"", ""software licenses"", ""Kongsberg Maritime"", ""marine electronics""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""digital product, licensed software, software update, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60allsw/,"{
  ""tags"": [""software update"", ""dealer support"", ""maritime technology"", ""licensed software"", ""user registration""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""digital product, licensed software, software update, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"{""tags"": [""software_update"", ""dealer_support"", ""license_requirement"", ""Kongsberg_Maritime"", ""marine_electronics""]}",,,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchallsw/,"{""tags"": [""software update"", ""dealer support"", ""software license"", ""Kongsberg Maritime"", ""marine electronics""]}",,,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Latest software versions for all Simrad products,," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60allsw/,"{""tags"": [""software update"", ""marine electronics"", ""dealer network"", ""license required"", ""technical support""]}",,,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Maritime Broadband Radio - MBR,Maritime communications," Acoustic Telemetry for Fish Studies, Fisheries Research Software, Fishery Sonar Systems, Multibeam Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/maritime-broadband-radio/,"{""tags"": [""maritime communication"", ""high-speed data transfer"", ""live video streaming"", ""remote maritime operations"", ""line-of-sight solution""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/globalassets/maritime/km-products/pictures/mbr_1x9_mkii_transp.png?width=500&rxy=0.5,0.5",[],[]
,AIS space receivers,Maritime communications," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/onshore/space-based/ais-space-receiver/,"{""tags"": [""satellite communications"", ""space-based AIS"", ""nano-satellite payload"", ""maritime vessel tracking"", ""software-defined radio""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, nano-satellite payload, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/contentassets/b015aabb74e9417899ad8cdfabee5ab1/space_earth_1920x500.jpg?width=1500&rxy=0.5,0.5",[],[]
,VDES space transceivers,Maritime communications," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/onshore/space-based/vdes-space-transceivers/,"{
  ""tags"": [""space communications"", ""transceiver"", ""satellite communication"", ""space technology"", ""VDES""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, nano-satellite payload, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,"Automatic Identification System, AIS",Maritime communications," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-automatic-identification-sensor/,"{""tags"": [""maritime_navigation"", ""IMO_compliant"", ""integrated_bridge_system"", ""SOLAS_ship_equipment"", ""AIS_target_tracking""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
  ""tags"": ""transceiver, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/contentassets/bf03b9a2bb594e808781c4a1c59eee4a/ais-300-700x403.jpg?width=500&rxy=0.5,0.5",[],[]
,"Automatic Identification System, AIS",Maritime communications," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/discovery/products/navigation-systems/automatic-identification-system-ais/,"{""tags"": [""marine navigation"", ""IMO compliant"", ""SOLAS ships equipment"", ""ECDIS integration"", ""maritime safety""]}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, maritime communication, maritime surveillance, marine safety, ship positioning""
}","https://www.kongsberg.com/contentassets/bf03b9a2bb594e808781c4a1c59eee4a/ais-300-700x403.jpg?width=500&rxy=0.5,0.5",[],[]
,Automatic identification system - AIS 200,Maritime communications," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-200-automatic-identification-system/,"{
  ""tags"": [""maritime navigation"", ""vessel tracking"", ""nautical safety"", ""marine communication"", ""ship positioning""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,AIS 200 P - portable Automatic Identification System,Maritime communications," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/navigation-systems/ais-200-p-portable-automatic-identification-system/,"{
  ""tags"": [""marine safety"", ""AIS transceiver"", ""portable"", ""navigational aid"", ""vessel tracking""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""transceiver, maritime communication, maritime surveillance, marine safety, ship positioning""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Latest software versions,Maritime communications," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/support/simradsupport/simradsw/,"{
  ""tags"": [""software update"", ""technology"", ""latest release"", ""digital product"", ""version upgrade""]
}","{
    ""Product Type"": [
        ""digital product"",
        ""licensed software"",
        ""transceiver"",
        ""thermal imaging""
    ],
    ""Technology"": [
        ""software update"",
        ""nano-satellite payload"",
        ""wide format"",
        ""high-resolution printing""
    ],
    ""Application"": [
        ""maritime communication"",
        ""maritime surveillance"",
        ""marine safety"",
        ""ship positioning""
    ]
}","{
    ""tags"": ""digital product, licensed software, software update""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/simrad-dealer-club/bm019904_001_001_sdc_logo_on_waves_359x251px_300ppi.jpg?width=360,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coating"", ""hull protection"", ""antifouling"", ""eco-friendly"", ""boat maintenance""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"{
  ""tags"": [
    ""marine coatings"",
    ""hull protection"",
    ""anti-fouling"",
    ""transducer-safe paint"",
    ""Jotun SeaMate""
  ]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""boat maintenance"", ""marine coating"", ""biofouling prevention"", ""underwater paint"", ""eco-friendly""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"{
  ""tags"": [
    ""marine coatings"",
    ""ship hull protection"",
    ""anti-fouling"",
    ""Jotun SeaQuantum"",
    ""International Intersleek""
  ]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
    ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"{
  ""tags"": [
    ""marine coatings"",
    ""hull protection"",
    ""transducer-safe paint"",
    ""anti-fouling"",
    ""corrosion resistance""
  ]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": [""anti-fouling paints"", ""corrosion resistance""]
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
    ""tags"": [""boat maintenance"", ""hull coating"", ""marine paint"", ""anti-algae"", ""environment friendly""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
    ""tags"": [""anti-fouling paints"", ""corrosion resistance""]
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coating"", ""biocide"", ""hull protection"", ""environmentally safe"", ""ship maintenance""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{""tags"": ""anti-fouling paints, corrosion resistance""}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60paints/,"{
  ""tags"": [""marine coatings"", ""anti-fouling"", ""transducer safe paint"", ""Jotun"", ""International Marine Coatings""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
    ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
    ""tags"": [""marine coatings"", ""hull protection"", ""algae resistant"", ""boat maintenance"", ""eco-friendly""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchpaints/,"{
  ""tags"": [
    ""marine coatings"",
    ""hull protection"",
    ""anti-fouling"",
    ""transducer safety"",
    ""corrosion resistant""
  ]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60paints/,"{
  ""tags"": [
    ""marine coatings"",
    ""hull protection"",
    ""anti-fouling"",
    ""transducer safe"",
    ""corrosion resistant""
  ]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
  ""tags"": ""anti-fouling paints, corrosion resistance""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
,Approved anti-fouling paints,Naval," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/support/anti-fouling-paints/,"{
  ""tags"": [""marine coating"", ""hull protection"", ""biofouling prevention"", ""boat maintenance"", ""environmentally friendly""]
}","{
    ""Product Type"": [""anti-fouling paints"", ""acoustic control system"", ""reference system"", ""leak detection system""],
    ""Technology"": [""HiPAP integration"", ""acoustic telemetry"", ""inertial_measurement_unit"", ""hydroacoustic_positioning""],
    ""Application"": [""corrosion resistance"", ""emergency BOP activation"", ""dynamic_positioning_system"", ""water management""]
}","{
    ""tags"": [""anti-fouling paints"", ""corrosion resistance""]
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,[],[]
