Product_Name,Product category,Introduction,Block1,Block2,Block3,Features,Technical Specifications,url,Data sheets,downloads,product_family_name,is_range
MRU 5+ ,"Ocean science, Surface navigation & positioning",,,,,"• 0.008° roll and pitch accuracy
• Exceptional low angle noise and bias stability
• High output data rate (200 Hz)
• Outputs on RS-232, RS-422 and Ethernet
• Precise heave at long wave periods by use of PFreeHeave algorithm
• Each MRU delivered with Calibration Certificate
• No limitation in mounting orientation
• Lever arm compensation to two individually configurable monitoring points
• Meets IHO special order requirements
• Small size, light weight, low power consumption
• 2-year warranty","MRU 5+ MK-II
ORIENTATION OUTPUT Analog channels (junction box) # 4, ±10 V, 14 bit
Angular orientation range ±180° resolution
Resolution in all axes 0.001° Ethernet output ports 5
Angle noise roll, pitch 0.002° RMS Ethernet UPD/IP 10/100 Mbps
Accuracy 1), 2) roll, pitch (for a ±5° amplitude) 0.008° RMS Timing < 1 ms
GYRO OUTPUT INPUT FORMATS
Angular rate range ±75°/s NMEA 0183, incl. HDT, HDM, ZDA, GGA, VTG, VHW, VBW or MRU Nor-
Angular rate noise 0.008°/s RMS mal format
Bias stability (in run bias) 0.03°/h RMS
Bias stability (absolute bias) 20°/h RMS
DATA OUTPUT PROTOCOLS
- MRU normal - Sounder
- NMEA 0183 proprietary - EM3000
- Atlas Fansweep - TSS1
- Seapath binary 23, 25, 26 - PFreeHeave
- PRDID - KM binary
OTHER DATA
MTBF (computed) 50000 h
MTBF (service history based) 100000 h
Weight 2.2 kg
Dimensions Ø 105 x 140 mm (4.134” x 5.525”)
Operational temperature range -5 °C to +55 °C
Storage temperature range -25 °C to +70 °C
Enclosure protection IP66",,https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mru5mkii.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mru5mkii.pdf']},,
MRU D,Underwater navigation & positioning,,,,,"0.35° roll and pitch accuracy, outputs real-time roll and pitch measurements, suppression of horizontal acceleration when mounted off the vessel Center of Gravity (CG), outputs on RS-232, RS-422 and Ethernet, high output data rate (200 Hz), high reliability and no scheduled maintenance, small size, light weight, and low power consumption, each MRU delivered with Calibration Certificate, selectable communication protocols in the Windows-based MRU configuration software, export license not required, 2-year warranty","MRU D, Angular orientation range: ±25°, Resolution roll, pitch: 0.001°, Static accuracy: 0.3° RMS, Dynamic accuracy (for a ±5° amplitude): 0.35° RMS, Angular rate range: ±100 °/s, Angular rate noise: 0.5 °/s RMS, Scale factor error: 0.8 % RMS, Voltage input: 10 to 36 V DC, Power consumption: Max 3 W, Output data rate (max): 200 Hz, Operational temperature range: -5 °C to +55 °C, Storage temperature range: -25 °C to +70 °C, Enclosure protection: IP66, Compliance to EMCD, immunity/emission IEC 60945/EN 60945, Specifications subject to change without any further notice.",,https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrud.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrud.pdf']},,
MRU E,"Geophysical survey, Seafloor mapping, Surveillance & monitoring, Autonomous and uncrewed solutions",,,,," - 0.05° roll and pitch accuracy
- Outputs real-time heave, roll, pitch and linear acceleration measurements
- Outputs on RS-232, RS-422 and Ethernet
- High output data rate (200 Hz)
- Each MRU delivered with Calibration Certificate
- No limitation in mounting orientation
- Lever arm compensation to two individually configurable monitoring points
- Meets HCA requirements
- Small size, light weight and low power consumption
- Selectable communication protocols in the Windows based MRU configuration software
- 2-year warranty","MRU E, ORIENTATION OUTPUT INPUT FORMATS
- Angular orientation range: ±180°
- Resolution in all axes: 0.001°
- Accuracy roll, pitch (for a ±5° amplitude): 0.05° RMS
- GYRO OUTPUT: Angular rate range: ±100°/s
- Angular rate noise: 0.1°/s RMS
- ACCELERATION OUTPUT: Acceleration range (all axes): ±30 m/s2
- Acceleration noise: 0.002 m/s2 RMS
- Acceleration accuracy: 0.01 m/s2 RMS
- Scale factor error: 0.02% RMS
- HEAVE OUTPUT: Output range: ±50 m, adjustable
- Weight: 2.2 kg
- Dimensions: Ø 105 x 140 mm (4.134” x 5.525”)
- Operational temperature range: -25 °C to +70 °C
- Storage temperature range: -25 °C to +70 °C
- Enclosure protection: IP66
- Compliance to EMCD, voltage input: 10 to 36 V DC
- Power consumption: Max 8 W (typical 7.2 Watts)
- Data output rate (max): 200 Hz",,https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrue.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrue.pdf']},,
MRU H,"Ocean science, Surface navigation & positioning",,,,,"• 0.05° roll and pitch accuracy • High accuracy heave measurements even in dynamic environments • Outputs on RS-232, RS-422 and Ethernet • High output data rate (200 Hz) • Precise heave at long wave periods by use of PFreeHeave algorithms • Lever arm compensation to two individually configurable monitoring points • Meets IHO special order requirements • Small size, light weight and low power consumption • No limitation to mounting orientation • Each MRU delivered with Calibration Certificate • Selectable communication protocols in the Windows based MRU configuration software • 2-year warranty","MRU H ORIENTATION Angular orientation range ±180° Resolution in all axes 0.001° Accuracy roll, pitch (for a ±5° amplitude) 0.05° RMS GYRO OUTPUT Angular rate range ±100°/s Angular rate noise 0.1°/s RMS Scale factor error 0.2 % RMS ACCELERATION OUTPUT Acceleration range (all axes) ±30 m/s2 Acceleration noise 0.002 m/s2 RMS Acceleration accuracy 0.01 m/s2 RMS Scale factor error 0.02% RMS HEAVE OUTPUT Output range ±50 m, adjustable Heave accuracy for 0 to 25 s motion periods (real-time) 5 cm or 5% whichever is highest (RMS) Heave accuracy for 10 s motion period (real-time) 1 cm or 3% whichever is highest (RMS) Heave accuracy for 0 to 50 s motion periods (delayed) 2 cm or 2% whichever is highest (RMS) Heave velocity accuracy 0.01 m/s RMS ELECTRICAL Voltage input 10 to 36 V DC Power consumption Max 8 W (typical 7.2 Watts) Serial ports: Com1 Bidirectional RS-422 Com2 Bidirectional RS-422 from junction box, user configurable RS-232, RS-422 Com3 & Com4 Input only, user configurable RS-232, RS-422 Analog channels (junction box) # 4, ±10 V, 14 bit resolution Ethernet output ports 5 Ethernet UPD/IP 10/100 Mbps Data output rate (max) 200 Hz Specifications subject to change without any further notice.",,https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mruh.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mruh.pdf']},,
MRU S,"Ocean science, Surface navigation & positioning",,,,,"• 0.3° roll and pitch accuracy 
• Outputs real-time roll, pitch and heave measurements 
• Outputs on RS-232, RS-422 and Ethernet 
• High output data rate (200 Hz) 
• Lever arm compensation to two individually configurable monitoring points 
• Small size, light weight and low power consumption 
• Each MRU delivered with Calibration Certificate 
• Selectable communication protocols in the Windows based MRU configuration software 
• Export license not required 
• 2-year warranty","MRU S 
ORIENTATION OUTPUT Analog channels (junction box) # 4, ±10 V, 14-bit 
Angular orientation range ±45° resolution 
Resolution in all axes 0.001° 
Accuracy 1), 2) roll, pitch (for a ±5° amplitude) 0.3° RMS 
GYRO OUTPUT 
Angular rate range ±75°/s 
Angular rate noise 0.5°/s RMS 
ACCELERATION OUTPUT 
Acceleration range (all axes) ±50 m/s2 
Acceleration noise 0.01 m/s2 RMS 
Acceleration accuracy 0.05 m/s2 RMS 
HEAVE OUTPUT 
Output range ±50 m, adjustable 
Heave accuracy for 0 to 18 s motion periods (real-time) 15 cm or 15% whichever is highest (RMS) 
Heave velocity accuracy 0.02 m/s RMS 
ELECTRICAL 
Voltage input 10 to 36 V DC 
Power consumption Max 5.5 W 
ENVIRONMENTAL SPECIFICATIONS 
Operational temperature range -5 °C to +55 °C 
Storage temperature range -25 °C to +70 °C 
Enclosure protection IP66 
Vibration IEC 60945/EN 60945 
ELECTROMAGNETIC COMPATIBILITY 
Compliance to EMCD, immunity/emission IEC 60945/EN 60945 
Specifications subject to change without any further notice.",,https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrus.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/77678b37b4c94d51bbfd7d8abdf82c73/datasheet_mrus.pdf']},,
MS70 Multibeam sonar,"Inertial solution, Surface navigation & positioning, Naval",,,,," - Frequency range of 70 to 120 kHz- 800 transmitting and receiving channels- Transducer mounted on a drop keel- 500 beams formed using advanced beamforming software- 60° horizontal by 45° vertical spread- High operating flexibility for biomass estimation, fish school characterization and behavior studies- Real-time display for quality control of the current data acquisition- Characterization and volume estimation of a school of fish using only one single transmission- Track, follow, and study schools of fish using multiple consecutive transmissions- Detection and characterization of schools of fish even very close to the sea surface- Unique features for modern research vessels and environmental monitoring installations- Defined and publicly available output format",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/ms70/,,"{'Additional product information': ['https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/ms70/ms70docs/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/ms70/ms70feat/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/ms70/ms70sys/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/ms70/ms70sw/']}",,
"Multibeam Sonar, Flexview",Underwater navigation & positioning,,,,,Flexview multibeam sonar offers the following key features: - High-quality distortion-free images over a 140° sector - Removable transducer for rapid field replacement - Two versions available: FLEXVIEW HF (High Frequency) version and 500 kHz version - Ideally suited for small observation class ROVs - User-friendly interface - Low-profile wet mateable connector - CHIRP and Doppler modes of operation - Significant time savings,I don't know,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/flexview/,,"{'Technical information': ['https://www.mesotech.online/flexview/documents.htm'], 'Software Download': ['https://www.kongsberg.com/maritime/contact/mesotech-request-software/'], 'Downloads': ['https://www.kongsberg.com//maritime/contact/mesotech-request-software/']}",,
"Multibeam sonar, M3 Sonar¬Æ",Surveillance & monitoring,,,,," - Up to 500m and up to 4000m water depth
 - Portable, cost effective and light weight sonar
 - Generates imaging and bathymetric datasets from one sonar head
 - Produces single-beam image quality with the speed of multibeam
 - Provides GeoTIFF output and creates real-time mosaic using third party software
 - Compliant to IHO Special Order & 1A
 - Uses Linear FM, CW and Doppler pulses
 - High update rate
 - Significant time savings during operations
 - Uniform large coverage area
 - MultiMode capability
 - Low power consumption
 - User friendly",I don`t know,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3/,,"{'Related publications': ['https://www.mesotech.online/m3_sonar/documents.htm'], 'Software downloads': ['https://www.kongsberg.com/maritime/contact/mesotech-request-software/'], 'Study': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/m3-sonar---survey-of-debris-accumulation-at-a-nuclear-power-plant/'], 'Article': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution/'], 'PowerPoint presentation': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/integrated-solution-for-seafloor-mapping-processing-and-distribution2/'], 'Brochure': [], 'Downloads': ['https://www.kongsberg.com//maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/multibeam-sonar-m3-sonar-hf/']}",,
NavLab - Generic simulation and post-processing navigation software,Seafloor mapping,,,,,"Key features and improvements in the releases include: 
- Addition of preproc and ZUPT sensor documentation 
- Support for Matlab-statements in ini-files 
- Proportional pressure to depth calculation 
- Configurable latitude sensor for pressure to depth 
- Fixed program crashes during sensor selection 
- Enhanced status plot in preproc for HAIN 
- Speed improvements 
- Improved warnings and checking of AposClockAhead 
- Improved user interface for plotLogFile 
- Sequential preproc of sensors 
- Faster generation of NavLab mission reports 
- Correct plotting of compass measurements 
- Improved speed of processing in Estimator 
- Improved GUI and content display",I don't know,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/navlab-generic-simulation-and-post-processing-navigation-software/,https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/390297.pdf,{'Software release note': ['https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/390297.pdf']},,
K-Sync Synchronization unit,Surface navigation & positioning,,,,,"FEATURES
Supports triggering of up to 16 groups of echo sonder systems
Synchronize echo sounders by real time or manual depth input
Trigger from external input, calculated or fixed time
Supports Ready to transmit (RTS) and Transmitting I/O
Advanced trigger and diagnostics displays",Software,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/k-sync/,https://www.kongsberg.com/contentassets/19ab735d43d04dc583f9ad9fb8330e1e/398737_underwater-mapping-brochure_-september-2016_print.pdf,"{'Brochure': ['https://www.kongsberg.com/contentassets/19ab735d43d04dc583f9ad9fb8330e1e/398737_underwater-mapping-brochure_-september-2016_print.pdf'], 'Manual': ['https://www.kongsberg.com/contentassets/1e171f0a51264694b7bd957d8d9da705/342741ac_ksync_installation_manual.pdf', 'https://www.kongsberg.com/contentassets/1e171f0a51264694b7bd957d8d9da705/342435ab_k-sync_operator-manual.pdf'], 'Download software': ['https://www.kongsberg.com/contentassets/89d92a7c72f54aecb710036e5aec19db/355198ab_k-sync_1.9.0_releasenote.pdf', 'https://www.kongsberg.com/maritime/support/document-and-downloads/software-downloads/'], 'Technical note': ['https://www.kongsberg.com/contentassets/bad82321c32e438aa4c883f7d671f3d1/110-0056259aa_k-sync_notice_of_maintanance_period.pdf'], 'Downloads': ['https://www.kongsberg.com//contentassets/bad82321c32e438aa4c883f7d671f3d1/110-0056259aa_k-sync_notice_of_maintanance_period.pdf']}",,
Ocean view,Underwater navigation & positioning,,,,,"The key benefits and features of the Blue Insight include: - One-stop solution that provides real-time overview across platforms and data types - Flexibility and scalability suitable for both small and large organizations - Open ecosystem built on FAIR data principles - Deployment of customized machine learning algorithms - Secure interactions between sensor platforms, cloud storage, and data management - Automated conversion of data in the cloud into common formats - Web interface for remote control of selected Kongsberg sensors - Visualization of real-time and historic sensor data and platform information - In-depth data handling capabilities and automated data analysis based on artificial intelligence",I don't know,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/ocean-view/,https://www.kongsberg.com/contentassets/37784f493caf4b4a9bb8e22133fff5ee/datasheet_blueinsight.pdf,{'Data sheet': ['https://www.kongsberg.com/contentassets/37784f493caf4b4a9bb8e22133fff5ee/datasheet_blueinsight.pdf']},,
PI Portable hydrophone,Underwater navigation & positioning,,,,,I don`t know,I don`t know,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,,"{'End-user documentation': ['https://www.simrad.net/fisherycatch/hyd_portable.htm', 'https://www.simrad.net/fisherycatch/hyd_purse.htm', 'https://www.simrad.net/fisherycatch/hyd_trawl.htm']}",,
PI Purse seine hydrophone,Underwater navigation & positioning,,,,,,,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,,"{'End-user documentation': ['https://www.simrad.net/fisherycatch/hyd_portable.htm', 'https://www.simrad.net/fisherycatch/hyd_purse.htm', 'https://www.simrad.net/fisherycatch/hyd_trawl.htm']}",,
PI Trawl hydrophone,Underwater navigation & positioning,,,,,I don't know,I don't know,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,,"{'End-user documentation': ['https://www.simrad.net/fisherycatch/hyd_portable.htm', 'https://www.simrad.net/fisherycatch/hyd_purse.htm', 'https://www.simrad.net/fisherycatch/hyd_trawl.htm']}",,
"Portable Hydrographic System, M3 Sonar¬Æ",Underwater navigation & positioning,,,,,"M3 SONAR PHS
- 500 m depth rating
- Operating frequency 500 kHz
- Depth range: 0.2 – 50 m
- Swath width: 120°
- Beam widths: TX 3°, RX 1.6°
- Number of beams: up to 256
- Pulse form: CW & FM
- Effective pulse length: 10 μs - 10 ms
- Maximum ping rate: 40 Hz
M3 Sonar Interface Unit
- Acts as a junction box
- Provides power for all external sensors
Seapath 130 Series
- No accuracy degradation in roll, pitch, and heave measurements during turns
- 120 channel dual frequency GPS/GLONASS receiver
- RTK, SBAS correction; can support Omnistar and Marinestar
- Seapath 130-3 (with MRU-3) to 0.08° roll & pitch accuracy
- Seapath 130-H (with MRU-H) to 0.03° roll & pitch accuracy
Seatex MRU-3
- Angle Resolution 0.001°
- Heave Accuracy of 5 cm or 5%
- Acceleration Accuracy of 0.02 m/s² RMS
- Heave range ±50 m
- Angle range Roll/Pitch ± 45°
- Acceleration range ±50 m/s²
Seatex MRU-H
- Angle Resolution 0.001°
- Heave Accuracy of 5 cm or 5%
- Acceleration Accuracy of 0.01 m/s² RMS
- Heave range ±50 m
- Angle range Roll/Pitch ±180°
- Acceleration range ±30 m/s²
Pole Mount (USM Compact)
- Over the side compact shear block pole mount with calibrated break-away design
- GNSS mast pole 36” length, anodized aluminum
- Z pole Hydrofoil shaped with 60” length","M3 SONAR PHS
- Depth Rating: 500 m
- Operating Frequency: 500 kHz
- Depth Range: 0.2 – 50 m
- Swath Width: 120°
- Beam Widths: TX 3°, RX 1.6°
- Number of Beams: up to 256
- Pulse Form: CW & FM
- Effective Pulse Length: 10 μs - 10 ms
- Maximum Ping Rate: 40 Hz
M3 Sonar Interface Unit
- Acts as a junction box
- Provides power for all external sensors
Seapath 130 Series
- No accuracy degradation in roll, pitch, and heave measurements during turns
- 120 channel dual frequency GPS/GLONASS receiver
- RTK, SBAS correction; can support Omnistar and Marinestar
- Seapath 130-3 (with MRU-3) to 0.08° roll & pitch accuracy
- Seapath 130-H (with MRU-H) to 0.03° roll & pitch accuracy
Seatex MRU-3
- Angle Resolution: 0.001°
- Heave Accuracy: 5 cm or 5%
- Acceleration Accuracy: 0.02 m/s² RMS
- Heave Range: ±50 m
- Angle Range Roll/Pitch: ± 45°
- Acceleration Range: ±50 m/s²
Seatex MRU-H
- Angle Resolution: 0.001°
- Heave Accuracy: 5 cm or 5%
- Acceleration Accuracy: 0.01 m/s² RMS
- Heave Range: ±50 m
- Angle Range Roll/Pitch: ±180°
- Acceleration Range: ±30 m/s²
Pole Mount (USM Compact)
- Over the side compact shear block pole mount with calibrated break-away design
- GNSS mast pole 36” length, anodized aluminum
- Z pole Hydrofoil shaped with 60” length",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3-sonar-PHS/,https://www.kongsberg.com/contentassets/5f4fa3d6d9704fabb3b2ee8282b5a66a/datasheet---m3-sonar-phs-nov.-2018.pdf,"{'Data sheet': ['https://www.kongsberg.com/contentassets/5f4fa3d6d9704fabb3b2ee8282b5a66a/datasheet---m3-sonar-phs-nov.-2018.pdf'], 'Application note': ['https://www.kongsberg.com/contentassets/43b634bbdd8046cd86163e8d7aeab311/m3-sonar-phs---november-2018.pdf'], 'Related publications': ['https://www.mesotech.online/m3_sonar_phs/documents.htm'], 'Downloads': ['https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin/', 'https://www.kongsberg.com//maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/', 'https://www.kongsberg.com//maritime/products/marine-robotics/underwater-vehicle-instruments/navlab-generic-simulation-and-post-processing-navigation-software/']}",,
PX MultiSensor Charger,Underwater navigation & positioning,,,,,I don't know,I don't know,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxcharger/,,{},,
Radius,Surface navigation & positioning,,,,,"Key Features: - No moving parts - No regular maintenance - Easy and quick installation - Support for multiple sensors for extended operational area (100-360° coverage) - Automatic search for transponders - Operates in all weather conditions - Multi-vessel capability - each transponder can be used simultaneously by any number of vessels - ATEX, IECEx, Inmetro and UL certified transponders available for use in hazardous offshore environment - Dependent on type of installation","Technical Specifications: RADIUS PERFORMANCE - DP range (depending on transponder type): Up to 550 m - Range accuracy: 0.25 m (1 σ) - Angle accuracy: 0.2° (1 σ) - Update frequency rate: 5 Hz - Latency: < 0.5 sec. - Vertical opening angle: ± 50° - Horizontal opening angle: ± 50° RADIUS 2000 Interrogator Unit: - Operating temperature range: -25 °C to +55 °C - Storage temperature range: -25 °C to +70 °C - Operating humidity: 100% - Storage humidity: Max. 60% - Enclosure protection: IP 66 RADIUS Processing Unit: - Operating temperature range: -15 °C to +55 °C - Storage temperature range: -20 °C to +70 °C - Operating humidity: Max. 90% non-condensing - Storage humidity: Less than 55% - Regulatory Compliance: Compliance to Radio Equipment Directive (RED) 2014/53/EU POWER SPECIFICATIONS: RADIUS 2000 Interrogator Unit: 24 V DC, max. 48 W RADIUS Processing Unit: 100 to 240 V AC, 50/60 Hz max. 170 W RADius power supply: 100 to 240 V AC, supplies up to 4 Refer to their respective datasheets for more information.",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/110-0030758b_datasheet_radius2000_mar23.pdf,,MW-based Relative position sensor,1.0
RADIUS,Surface navigation & positioning,,,,,"Key Features:
- Fully solid state system
- Utilizes innovative radar principles
- Highly intuitive touch-ready HMI
- Can be deployed as an omni directional system
- Effective signal processing
- Retroreflective transponders for accurate range and bearing measurements
- DP range of up to 550m","Performance Environmental Specifications:
- DP range (depending on transponder type): Up to 550 m
- Range accuracy: 0.25 m (1 σ)
- Angle accuracy: 0.25° (1 σ)
- Update frequency rate: 5 Hz
- Latency: < 0.5 sec.
- Vertical opening angle: ± 45°
- Horizontal opening angle: ± 50°
- Operating frequency band: 5.51 to 5.61 GHz
Interfaces:
- Serial ports: 6 x RS-422/RS-232 (isolated)
- Ethernet/LAN: 4, 1 in front, 3 in rear
- USB: 3, 1 in front, 2 in rear
Data Outputs:
- Message types: PSXRAD, ABBDP, Artemis, Fanbeam BCD/MDL, NMEA VER, DDC
Weights and Dimensions:
- RADius 1002 Interrogator Unit: 412 x 562 x 214 mm, 8.5 kg
- RADius Processing Unit: 88 x 485 x 357 mm, 5.4 kg
- RADius power supply: 88 x 485 x 335 mm, 6.4 kg
Power Specifications:
- RADius 1002 Interrogator Unit: 48 V DC ±10 %, max. 70 W
- RADius Processing Unit: 100 to 240 V AC, 50/60 Hz max. 60 W
- RADius power supply: 110 to 240 V AC, supplies up to 4 Interrogator Units",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radius.pdf,,MW-based Relative position sensor,1.0
RADIUS 550X,Surface navigation & positioning,,,,," - Part of the short-distance relative positioning system RADius
 - Lightweight and portable
 - EX certified for hazardous locations
 - Battery operated
 - Coded with unique IDs
 - Multi-user capabilities
 - Easy setting of the transponder ID","RADIUS 550X
PERFORMANCE IS battery module data
Type Primary cell, Range D-size, IEC 60086-1, Operational range1 550 m type E
Open loop battery voltage Max. 3.7 V DC, DP range2 350 m
Capacity 19 Ah (one cell), Expected service life 2 years continuous
Opening angle Storage time Over 10 years at Vertical ± 45°, Horizontal ± 45°
Self discharge rate 1 to 2 % per year at room temperature
WEIGHTS AND DIMENSIONS
Short circuit current Max. 9.7 mA
Transponder with battery Regulatory connection box 400 x 220 x 147 mm
Compliance to Weight without clamps 3.6 kg
Radio Equipment Directive(RED) 2014/53/EU, Weight with clamps 4.0 kg
EX certificates
POWER SPECIFICATIONS
EC type examination certificate no. PRESAFE 17 ATEX 10742X
Current consumption transponder Approx. 0.6 mA IECEx certificate of conformity no. IECEx PRE 17.0044X
Inmetro certificate no. DNV 13.0035 X
ENVIRONMENTAL SPECIFICATIONS
Humidity
Operational 10 to 100 % RH
Storage (recommended) 20 to 70 % RH
Ingress protection
Transponder electronic unit IP 66, Battery connection box IP 66
Temperature range
Operational -20 °C to +55 °C
Storage short term +5 °C to +40 °C
Storage long term +5 °C to +30 °C (due to battery)
Specifications subject to change without any further notice.",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radius550x.pdf,,MW-based Relative position sensor,1.0
RADius 600X,Surface navigation & positioning,,,,,"Key Features:
- ATEX certified for hazardous locations
- Powered from a safe location
- Unique IDs for reliable vessel identification
- Multi-user tracking capabilities
- High-performance environmental specifications
- Compliant with Radio Equipment Directive (RED) 2014/53/EU
- ATEX certified with certificate no. PRESAFE 17 ATEX 10742X","RADius 600X
- Range: Up to 1000 m
- Operational range: Up to 550 m (recommended)
- Opening angle: Vertical/horizontal ± 45°/± 45°
- Ingress protection: Transponder IP 66, connection box IP 66
- Operating temperature range: -25 °C to +60 °C
- Weight without clamps: 3.3 kg
- Weight with clamps: 3.5 kg
- Transponder power supply dimensions: 126 x 226 x 90 mm
- Weight: 2.5 kg
- Input voltage: 90 to 250 V AC
- Output voltage: 6 V DC
- Output current: 2.5 A (max.)",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radius600x.pdf,,MW-based Relative position sensor,1.0
RADIUS 700,Surface navigation & positioning,,,,,"- Long range of up to 1000 metres
- Battery operated for easy deployment
- Unique IDs for reliable identification and tracking
- Multi-user capabilities with multiple interrogators
- Dip-switches for easy setting of transponder ID","RADIUS 700
- Range: Up to 1000 m
- Operational Humidity: 100 % RH
- DP Range: > 550 m
- Ingress Protection: Transponder IP 66
- Temperature Range: Operational -40 °C to +60 °C
- Weight: 6.0 kg
- Dimensions: 412 x 562 x 214 mm (due to battery)
- Regulatory Compliance: Radio Equipment Directive (RED) 2014/53/EU
- Voltage: 3.6 V internal batteries
- Current Consumption: 1 mA (typ.)
- Battery Lifetime: 3 years
- Note: Specifications subject to change without any further notice.",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radius700.pdf,,MW-based Relative position sensor,1.0
RADIUS 700X,Surface navigation & positioning,,,,,"Key Features:
- EX certified for hazardous locations
- Battery powered for safe operation
- Unique IDs for reliable vessel identification and tracking
- Multi-user capabilities
- Equipped with dip switches for easy ID setting","RADIUS 700X
- Type: Primary cell, D-size, IEC 60086-1
- Operational range: Up to 1000 m type E
- Open loop battery voltage: Max. 3.7 V DC
- DP range: > 550 m
- Capacity: 19 Ah (one cell)
- Expected service life: 18 months continuous
- Storage time: Over 10 years at temperatures between +5 oC to +30 oC
- Short circuit current: Max. 9.7 mA
- Transponder with battery connection box: 564 x 562 x 214 mm
- Weight without clamps: 7.4 kg
- Weight with clamps: 9.1 kg
- Current consumption transponder: Approx. 0.9 mA
- Operational humidity: 10 to 100 % RH
- Storage humidity (recommended): 20 to 70 % RH
- Operational temperature range: -20 oC to +55 oC
- Storage short term: +5 oC to +40 oC
- Storage long term (due to battery): +5 oC to +30 oC
- Ingress protection: Transponder electronic unit IP 66, Battery connection box IP 66
- EX certificates: EU type examination certificate no. PRESAFE 17 ATEX, IECEx certificate of conformity no. IECEx PRE 17.0044X, Inmetro certificate no. DNV 13.0035 X, UL/CSA certificate no. 20151203-E479021
Specifications subject to change without any further notice.",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radius700x.pdf,,MW-based Relative position sensor,1.0
