,Product_Name,Product category,Application / use ,url,new_tags
,Simrad 50/200 Combi D,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/50_200_combi_d/,"dual frequency, single beam, transducer, fish finding, hydrographic applications"
,Simrad ES70-11,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-11/,"echo sounder, split-beam transducer, 70 kHz frequency, fish finding, transducer installation."
,Simrad ES70-18CD,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-18cd/,"wideband split-beam transducer, fishery research, ecosystem monitoring, pressure rated, underwater vehicles"
,Simrad ES70-7C,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/es70_7c/,"split-beam, echo sounder, transducer, 70 kHz, fine range resolution"
,Simrad ES70-7CD,Fish finding," Scanning Sonar, Underwater Mapping Systems, Acoustic Modems, Multibeam Sonar, Side Scan Sonars",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-7cd/,"pressure rated, split-beam, composite transducer, large bandwidth, depth-rated"
,Simrad 120-25,Fish finding," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-120-25/,"single-beam echo sounder, 120 kHz frequency, 1000m depth, robust housing, fish finding."
,Simrad ES120-7C,Fish finding," Survey Vessel, Multibeam Sonar, Underwater Mapping Systems, Survey Equipment, Remote Monitoring Solutions",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,"split-beam transducer, wide-band, fishery applications, research applications, 120 kHz operating frequency"
,Simrad ES120-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,"split-beam transducer, large bandwidth, pressure rated, underwater vehicles, single fish detection"
,Simrad ES120-7DD,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Portable Hydrographic System, Survey Equipment, Multibeam Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7dd/,"deep water, split-beam, echo sounder, transducer, 120 kHz"
,Simrad ES120-7G,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Multibeam Sonar, Scanning Sonar, Portable Hydrographic System",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7g/,"Echo sounder, Split-beam transducer, Fish finding, 120 kHz frequency, Compact housing."
,Simrad ES120-18CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,"compact transducer, split-beam version, underwater science applications, wideband transducer, 120 kHz frequency."
,Simrad 200-7C,Fish finding," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7c/,"Single beam transducer, 200 kHz frequency, high range resolution, composite material, circular beamwidth."
,Simrad 200-7F,Fish finding," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7f/,"single beam, compact, hull mounting, 200 kHz frequency, hydrographic echo sounder"
,Simrad 200-7G,Fish finding," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Data Synchronization, Data Management",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7g/,"Single-beam transducer, 200 kHz frequency, circular beamwidth, portable use, tank level measurements."
,Simrad ES200-7C,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200_7c/,"marine electronics, echo sounder, transducer, hull-mounted, 200 kHz"
,Simrad ES200-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-es200-7cd/,"pressure rated, split-beam, composite transducer, large bandwidth, depth-rated"
,Simrad ES200-7CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200-7cdk/,"underwater science, single-beam transducer, split-beam transducer, autonomous products, subsea products"
,Simrad 38/200 Combi W,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-38200-combi-w/,"dual frequency, wide beam, through-hull mounting, bottom discrimination, shallow water fish detection"
,Simrad ES333-7C,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7c/,"333 kHz split beam, wide-band transducer, fishery and research applications, 7 degree beamwidth, sea temperature sensor."
,Simrad ES333-7CD,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7cd/,"split-beam transducer, depth-rated, large bandwidth, underwater vehicles, target strength measurement"
,Simrad ES333-7CDK,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/es333-7cdk/,"compact, single/split-beam, underwater science, autonomous/subsea products, 333 kHz frequency"
,PI Portable hydrophone,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,"portable, hydrophone, catch monitoring, omnidirectional beam, integrated cable"
,PI Purse seine hydrophone,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,"Wireless communication, Hull-mounted, Catch monitoring system, Wide coverage area, Hydrophone beam pattern."
,PI Trawl hydrophone,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,"Fish finding, hydrophone, trawling, catch monitoring, wireless sensors."
,Simrad PX MultiCatch,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmulticatch/,"wireless catch monitoring, fishing gear, depth measurement, temperature measurement, catch measurement"
,Simrad PX MultiSensor,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmultisensor/,"Wireless catch monitoring, Multi-purpose sensor, Trawl and purse seine, Hydrophones, Catch measurement, Depth measurement, Temperature measurement."
,Simrad PX TrawlEye,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxtrawleye/,"wireless catch monitoring, echo sounder, trawl sensor, fish detection, real-time data"
,Simrad PX Universal,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/simrad-px-universal/,"wireless catch monitoring, multi-purpose sensor, purse seine nets, trawl gears, depth measurement, temperature measurement, catch measurement, battery status, hydrophones, software updates, technical support, training."
,Simrad PX Configurator,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,"catch monitoring, sensor configuration, software, calibration, parameters"
,Simrad PX Configurator,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,"catch monitoring, sensor configuration, software, calibration, parameter settings"
,Simrad PX Configurator,Fish finding," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,"catch monitoring, sensor configuration, software utility, Simrad PX sensors, parameter configuration"
,Simrad PX Configurator,Fish finding," Multibeam Sonar, High-Resolution Sonar, Sonar Heads, Scanning Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,"catch monitoring, sensor configuration, software, fishery management, calibration"
,Simrad PI Configurator,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pi-configurator/,"Wireless sensor configuration, Communication management, Data transmission control, Interface cable required, Technical support available."
,Simrad PX InSight,Fish finding," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxinsight/,"catch monitoring, sensor selection, 3D rendering, efficient measurements, technical support"
,PX MultiSensor Charger,Fish finding," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxcharger/,"Li-Ion battery charger, catch monitoring sensor charger, automatic charging, temperature range, technical support."
,Simrad PX Flow,Fish finding," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxflow/,"water flow monitoring, real-time decision making, acoustic Doppler current profiler, catch monitoring sensor, fishing efficiency"
,Simrad PxPos,Fish finding," Acoustic Telemetry for Fish Studies, Fisheries Research Software, Fishery Sonar Systems, Multibeam Sonar, Sub-bottom Profilers",https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxpos/,"wireless communication, gear monitoring, positioning sensor, trawl operation, efficiency improvement"
,Simrad TV80,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/simrad-tv80/,"Fish monitoring, Gear monitoring, Catch monitoring, Acoustic communication, Spectrum analyzer."
,Simrad ITI,Fish finding," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/iti/,"Wireless trawl positioning, Catch monitoring, Efficient fishing, Responsible fishing, Professional fish finding."
,Simrad PI50,Fish finding," Side Scan Sonars, Multibeam Sonar, Sub-bottom Profilers, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/simrad-pi50/,"Real-time catch monitoring, Trawl and purse seine equipment, Wireless sensors, Advanced technology, User-friendly interface."
,Simrad FX,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Side Scan Sonars, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fx/,"Trawl monitoring, Real-time video, Sonar imaging, Sustainable fishing, Efficient operations."
,Simrad BR90,Fish finding," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/,"Maritime communication, high-speed data transfer, reliable connectivity, integrated antennas, easy installation."
,Simrad FS70,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/simrad-trawl-sonars/Simrad-FS70/,"efficient monitoring, trawl sonar, hydroacoustic links, full control, reliable communication"
,Simrad FM90,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/simrad-trawl-sonars/fm90/,"Multibeam sonar, Trawl monitoring, Real-time imaging, Catch optimization, Reliable technology."
,Simrad ES70,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/es70/,"High accuracy, Multi-frequency, Zoom function, Innovative display gain, Easy operation."
,Simrad ES80,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/es80/,"Split-beam fish finder, Wideband frequency sweep, Acoustic Doppler current profiler, Intuitive user interface, High ping rate"
,Fish-finding transducers,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/td_fishfinding/,"Fish-finding, transducers, high-quality, precision, accuracy."
,Simrad CS90,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/cs90/,"omnidirectional sonar, high resolution, multiple frequency options, real-time recording, intuitive user interface."
,Simrad SN90,Fish finding," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/sn90/,"Fish finding, Trawler sonar, Purse seine sonar, High resolution, Multiple inspection beams."
,Simrad ST90,Fish finding," Scanning Sonar, Underwater Mapping Systems, Acoustic Modems, Multibeam Sonar, Side Scan Sonars",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/simrad-st90/,"long-range, low-frequency, 360-degree coverage, high-performance, narrow beam"
,Simrad SU90,Fish finding," Sonar Heads, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/simrad-su90-fish-finding-omni-sonar/,"Long-range, low-frequency, high-performance, narrow beams, omnidirectional."
,Simrad SX90,Fish finding," Portable Hydrographic System, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/sx90/,"long-range, low-frequency, omnidirectional, multi-element transducer, real-time recording"
,Simrad SC90,Fish finding," Survey Vessel, Multibeam Sonar, Underwater Mapping Systems, Survey Equipment, Remote Monitoring Solutions",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/sc90/,"Fish finding, Omnidirectional sonar, High resolution display, Adjustable operational frequency, Stabilized beams."
,Simrad SH90,Fish finding," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/sh90/,"High resolution, High frequency, Omnidirectional sonar, Dual beam operation, Easy operation."
,Simrad SY50,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Portable Hydrographic System, Survey Equipment, Multibeam Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/simrad-sy50/,"Compact, Omnidirectional, Medium-Frequency, Fish-Finding Sonar, Coastal Fisheries."
,Simrad MF90,Fish finding," Shallow Water Multibeam, Side Scan Sonars, Multibeam Sonar, Scanning Sonar, Portable Hydrographic System",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/mf90/,"Omni sonar, High resolution, Composite transducer, Multiple views, Frequency tuning."
,transceivers for scientific echo sounders,"Fish finding, Fishery research"," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/,"scientific echo sounders, underwater installations, compact size, autonomous operations, high performance"
,Aquaculture monitoring system,Fishery research," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/commercial-fisheries/aquaculture-monitoring-systems/aquaculture-monitoring-system/,"Fish welfare, Environmental sustainability, Production efficiency, Remote surveillance, Early warning system."
,Fish farm information transfer system,Fishery research," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/commercial-fisheries/aquaculture-monitoring-systems/information-transfer-system/,"1. Real-time data transfer
2. Weather monitoring
3. Live CCTV streaming
4. Remote access support
5. Vessel retrofit and refit solutions"
,TA - Analyser for total alkalinity in seawater,Fishery research," Shallow Water Multibeam, Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/HydroFIA-TA/,"Seawater analysis, Alkalinity measurement, Fishery management, Water quality testing, Marine research."
,CH₄ FT - Methane sensor - Accurate long-term,Fishery research," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Data Synchronization, Data Management",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/HydroC-CH4/,"Methane detection, Long-term monitoring, Fishery management, Environmental monitoring, Gas sensing technology."
,CH₄ – Methane sensor for underwater applications,Fishery research," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/CONTROS-HydroC-CH4/,"underwater sensors, methane detection, fishery technology, environmental monitoring, marine research"
,CO₂ FT – Carbon dioxide sensor for flow-through applications,Fishery research," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/HydroC-CO2-FT/,"Carbon dioxide sensor, flow-through applications, fishery research, environmental monitoring, gas detection."
,pH – Analyzer for the pH value in water,Fishery research," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/HydroFIA-pH/,"water analysis, pH measurement, aquatic research, environmental monitoring, water quality control"
,CO₂ – Carbon dioxide sensor for underwater applications,Fishery research," Multibeam Echo Sounders, Multibeam Sonar, Shallow Water Multibeam, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/HydroC-CO2/,"underwater sensors, environmental monitoring, marine research, gas detection, oceanography equipment"
,O₂ – Subsea oxygen sensor,Fishery research," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/Chemical-Sensors-and-Analyzers/HydroFlash-O2/,"oxygen monitoring, underwater sensors, marine research, environmental monitoring, aquatic technology"
,Simrad EC150-3C (ADCP),Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/adcp/ec150-3c/,"Acoustic doppler current profiler, echo sounder, oceanographic measurements, water column profiling, geophysical survey."
,"Sub-bottom profiler, GeoPulse Compact",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Portable Hydrographic System, Scanning Sonar, Underwater Mapping Systems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/geopulse-compact-sub-bottom-profiler/,"underwater mapping, seabed imaging, acoustic survey, marine exploration, geophysical mapping"
,"Sub-bottom profiler, SBP 120/300",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/SBP-120-300/,"Sub-bottom profiler, geophysical survey, deep penetration, narrow beam, multibeam technology."
,"Sub-bottom profiler, Topas",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/sub-bottom-profiler-parametric/,"Sub-bottom profiler, low frequency sound generation, high spatial resolution, narrow beam profile, reduced transducer size."
,"Sub-Bottom Profiler, GeoPulse",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/sub-bottom-profiler-geopulse/,"Underwater mapping, Seabed imaging, Sonar technology, Marine geology, Oceanographic research"
,"Sub-bottom profiler, Universal",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/sub-bottom-profiler-universal/,"Underwater mapping, Seabed imaging, Marine exploration, Geotechnical surveying, Oceanography research."
,"Sub-bottom profiler, SBP 27",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/sub-bottom-profiler-sbp-27/,"narrow beam, multibeam, sub-bottom imaging, sediment layers, buried objects"
,"Sub-bottom profiler, SBP 29",Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/sub-bottom-profiler-sbp29/,"narrow beam, multibeam, sub-bottom imaging, sediment layers, buried objects"
,EA sub-bottom functionality,Geophysical survey," Multibeam Echo Sounders, Multibeam Sonar, Scanning Sonar, Underwater Mapping Systems, Survey Equipment",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/ea-sub-bottom-functionality/,"low frequency transducers, shallow water survey, sub-bottom information, hydrographic echo sounder, geophysical survey"
,"Thermal Printer, GeoPrinter",Maritime communications," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sub-bottom-profilers2/geoprinter-thermal-printer/,"High-quality imaging, Wide printing width, Multiple imaging media options, Reliable operation, Multiple application use."
,Sign up for EM news updates,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-news-updates/,"mapping news, technical support, conversions, retrofit, training"
,"Sonar Processing Software, MS1000",Maritime communications," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonar-processing-software-ms1000/,"Windows-based, Sonar control, Single-beam scanning, Altitude measurement, Data interpretation."
,AIS service management system,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Multibeam Echo Sounders, Sub-bottom Profilers, Acoustic Modems",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-service-management-system/,"AIS network, VDM messages, real-time monitoring, IP-based communication, technical support."
,AIS physical shore stations,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/onshore/onshore-systems/ais-network-infrastructure-shorebased/ais-physical-shore-stations/,"AIS data transmission, Coastal surveillance, International standards, Technical support, Training."
,Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"software updates, marine technology, fish finding, vessel operations, technical support"
,Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchallsw/,"software updates, marine technology, fish finding, vessel navigation, technical support"
,Latest software versions for all Simrad products,Maritime communications," Portable Hydrographic System, Multibeam Sonar, Fishery Sonar Systems, Acoustic Telemetry for Fish Studies, Fisheries Research Software",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60allsw/,"Software updates, Sonar systems, Echo sounder systems, Catch monitoring systems, Multibeam systems."
,Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"software updates, marine electronics, fish finding, vessel operations, technical support"
,Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fisherycatchallsw/,"software updates, technical support, sonar systems, echo sounder systems, catch monitoring systems"
,Latest software versions for all Simrad products,Maritime communications," Sub-bottom Profilers, Underwater Mapping Systems, Seabed Geoacoustic Monitoring, Multibeam Sonar, Scanning Sonar",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/cp60allsw/,"software updates, technical support, fish finding, vessel equipment, training programs"
,Latest software versions for all Simrad products,," Data Analytics Platforms, Cloud-Based Data Management, Remote Monitoring Solutions, Survey Equipment, Data Printing",https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60allsw/,"software updates, technical support, fish finding, training, retrofitting"
