Product_Name,url,Product category,filter_tags,product_tags,image_url
Simrad ES70-11,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-11/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""fishfinder, sonar technology, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/bm2704a_es70-11_250x127.png
Simrad ES70-18CD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-18cd/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, sonar technology, fisheries management, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/bm010409_001_011_es70-18cd_250px_web.jpg
Simrad ES70-7C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/es70_7c/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": [""sonar software"", ""fishfinder"", ""marine electronics"", ""sonar technology"", ""sensor technology"", ""commercial fishing"", ""marine navigation""]
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/es70-7c-image.png
Simrad ES70-7CD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-7cd/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, sonar technology, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/es70-7cd-image.png
Simrad 120-25,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-120-25/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, sonar technology, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2709a_es120-7_200x285.png
Simrad ES120-7C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sonar technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2721a_es120-7c_200x206.png
Simrad ES120-7CD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, marine electronics, sonar technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/photoes120-7cd.png
Simrad ES120-7DD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7dd/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, marine electronics, sonar technology, commercial fishing, oceanographic research""
}",https://www.kongsberg.com/contentassets/2ec4022eddf44e5aaee007a416ca7939/bm2709a_es120-7_200x285-1.jpg
Simrad ES120-7G,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7g/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, marine electronics, sonar technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2714a_es120-7g_165x223.png
Simrad ES120-18CDK,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sonar technology, commercial fishing, marine navigation""
}",https://www.kongsberg.com/contentassets/8c013f45b1d34dc8820cfd9a6e605959/photo1.png
Simrad 200-7C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7c/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sonar technology, marine electronics, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2709a_es120-7_200x285.png
Simrad 200-7F,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7f/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, fishfinder, marine electronics, sonar technology, GPS technology, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2713c_200-7f.png
Simrad 200-7G,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7g/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, sonar technology, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2705c_200-7g.png
Simrad ES200-7C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200_7c/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, marine electronics, sonar technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2727a_es200-7c_w200.png
Simrad ES200-7CD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-es200-7cd/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, sonar technology, fisheries management, oceanographic research, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/es200_7cdk_image3_no_background_400px_72ppi.png
Simrad ES200-7CDK,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/es200-7cdk/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sonar technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/contentassets/8c013f45b1d34dc8820cfd9a6e605959/photo1.png
Simrad 38/200 Combi W,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-38200-combi-w/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, marine electronics, sonar technology, commercial fishing, marine navigation""
}",https://www.kongsberg.comhttps://www.simrad.net/td_038/38_200_combi_w/photo.gif
Simrad ES333-7C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7c/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, sonar technology, fisheries management, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2727a_es200-7c_w200.png
Simrad ES333-7CD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7cd/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""fishfinder, sonar technology, commercial fishing, fisheries management""
}",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/es333-7cd.png
Simrad ES333-7CDK,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/es333-7cdk/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{""tags"": ""sonar software, sonar technology, fisheries management, oceanographic research, commercial fishing""}","https://www.kongsberg.com/globalassets/discovery/simrad/transducers/es333/bm010413_002_001_es333_7cdk_600px_150mm_300ppi.png?width=750&rxy=0.5,0.5"
PI Portable hydrophone,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""marine electronics, hydrophone technology, oceanographic research""
}",https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/hydrophones/bm012108g_0350_pi32_hydrophone_portable.png
PI Purse seine hydrophone,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{""tags"": ""hydrophone technology, fisheries management, commercial fishing""}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/hydrophones/bm012108a_0500_pi32_hydrophone.png?width=750&rxy=0.5,0.5"
PI Trawl hydrophone,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""hydrophone technology, fisheries management, oceanographic research, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/hydrophones/hydrophone-illustrations/bm012108b_0400_pi32_hydrophone_special.jpg
Simrad PX MultiCatch,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmulticatch/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, marine electronics, sonar technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm01970_005_001_sales_359x251px_web.jpg?width=360
Simrad PX MultiSensor,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxmultisensor/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{""tags"": ""sonar software, navigation system, sonar technology, sensor technology, commercial fishing, marine navigation""}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm01970_005_001_sales_359x251px_web.jpg?width=360
Simrad PX TrawlEye,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxtrawleye/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, marine electronics, sonar technology, sensor technology, commercial fishing, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm01970_005_001_sales_359x251px_web.jpg?width=360
Simrad PX Universal,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/simrad-px-universal/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sonar technology, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm01970_005_001_sales_359x251px_web.jpg?width=360
Simrad PX Configurator,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": [""sonar software"", ""marine electronics"", ""sonar technology"", ""fisheries management"", ""commercial fishing""]
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-configurator/px-configurator-media/bm010315_px_configurator_start_dbox.png?width=750&rxy=0.5,0.5"
Simrad PX Configurator,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sensor technology, fisheries management, oceanographic research, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-configurator/px-configurator-media/bm010315_px_configurator_start_dbox.png?width=750&rxy=0.5,0.5"
Simrad PX Configurator,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, sonar technology, fisheries management, oceanographic research, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-configurator/px-configurator-media/bm010315_px_configurator_start_dbox.png?width=750&rxy=0.5,0.5"
Simrad PX Configurator,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxc/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, fisheries management, oceanographic research, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-configurator/px-configurator-media/bm010315_px_configurator_start_dbox.png?width=750&rxy=0.5,0.5"
Simrad PI Configurator,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pi-configurator/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fisheries management, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-family-common-blocks/px-family-images/bm0119c_pi_configurator_w250p.png
Simrad PX InSight,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxinsight/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, marine electronics, sonar technology, fisheries management, oceanographic research""
}",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
PX MultiSensor Charger,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxcharger/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar technology, sensor technology""
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-family-common-blocks/px-family-images/bm012229-100_0500_web_px_sensor_battery_charging.png?width=750&rxy=0.5,0.5"
Simrad PX Flow,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxflow/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, marine electronics, sensor technology, fisheries management, oceanographic research, commercial fishing""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm01970_005_001_sales_359x251px_web.jpg?width=360
Simrad PxPos,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxpos/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, GPS technology, marine navigation""
}",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/logo-and-bottom-logo-line/simrad_logo_200px.png
Simrad TV80,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/simrad-tv80/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, marine electronics, sonar technology, fisheries management, oceanographic research, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/tv80/tv80-media/cd019902_xxx_tv80_logo_250x250px.png?width=500&rxy=0.5,0.5"
Simrad ITI,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/iti/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""navigation system, GPS technology, marine navigation""
}",https://www.kongsberg.com/contentassets/31d9e13968174e7cb17af1040cff8137/bm0808a_iti_display_w250p.gif
Simrad PI50,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/simrad-pi50/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""navigation system, sonar technology, commercial fishing, marine navigation""
}","https://www.kongsberg.com/contentassets/7068abe01014417dad0c53def040caad/bm012111-003_0500_pi50_screen_capture.jpg?width=750&rxy=0.5,0.5"
Simrad FX,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/fx/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, navigation system, fishfinder, marine electronics, sonar technology, GPS technology, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/fx-system/fx-system-images/cd019902_xxx_fx_logo_250x250px.png?width=500&rxy=0.5,0.5"
Simrad BR90,https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""fishfinder, marine electronics, sonar technology, GPS technology, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/logo-and-bottom-logo-line/simrad_bottom_line_en.png?width=750&rxy=0.5,0.5"
Simrad FS70,https://www.kongsberg.com/maritime/products/commercial-fisheries/simrad-trawl-sonars/Simrad-FS70/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fisheries management, commercial fishing, sonar technology""
}","https://www.kongsberg.com/globalassets/discovery/simrad/trawl-sonars/fs70/fs70-images/cd019902_xxx_fs70_logo_250x250px.png?width=500&rxy=0.5,0.5"
Simrad FM90,https://www.kongsberg.com/maritime/products/commercial-fisheries/simrad-trawl-sonars/fm90/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fishfinder, marine electronics, sonar technology, commercial fishing, marine navigation""
}","https://www.kongsberg.com/globalassets/discovery/simrad/trawl-sonars/fm90/fm90-images/cd019902_xxx_fm90_logo_250x250px.png?width=500&rxy=0.5,0.5"
Simrad ES70,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysounder/es70/,Fish finding,"{
  ""Product Type"": [""sonar software"", ""navigation system"", ""fishfinder"", ""marine electronics""],
  ""Technology"": [""sonar technology"", ""GPS technology"", ""sensor technology"", ""hydrophone technology""],
  ""Application"": [""fisheries management"", ""oceanographic research"", ""commercial fishing"", ""marine navigation""]
}","{
  ""tags"": ""sonar software, fisheries management, oceanographic research, commercial fishing, sonar technology""
}","https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/es70/es70-images/cd019902_xxx_es70_logo_250x250px.png?width=500&rxy=0.5,0.5"
