Product_Name,url,Product category,new_tags,tags_dict,tags,image_url
Simrad EK60,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/simrad-ek60/,Fish finding,"printing, interactive manual, Acrobat Reader, on-line help, EPUB format","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic technology, Underwater communication, Sensor fusion, Wireless technology, Remote control, Marine research",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm019703_003_001_bridge_sunset_360x250px_web.jpg?width=360
Simrad EY60,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/simrad-ey60/,Fish finding,"high dynamic range, raw data recording, low self noise, multi frequency application, simultaneous transmission","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic transponder, Marine research, Hydrographic surveying, Underwater navigation, Data transfer",https://www.kongsberg.comhttps://www.simrad.com/www/01/nokbg0239.nsf/obj/BM3802A_EY60_w250.jpg/$File/BM3802A_EY60_w250.jpg?OpenElement
Simrad ES18,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td18khz/es18/,Fish finding,"datasheet, end-user documentation, installation drawings, frequency measurement, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, Hydrographic survey, Underwater communication",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/018-khz/es18/media/bm010401_002_001_transducer_12_16_60_250px_web.jpg
Simrad 18-11,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td18khz/18-11/,Fish finding,"sonar, underwater navigation, marine technology, fishing equipment, marine surveying","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic transponder, Marine research, Hydrographic surveying, Underwater navigation, Data transfer",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/018-khz/18-11/media/bm010401_002_001_transducer_12_16_60_250px_web.jpg
Simrad 38-7,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_7/,Fish finding,"datasheet, end-user documentation, installation drawings, circular beamwidth, cable length","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic technology, Underwater communication, Sensor fusion, Wireless technology, Remote control, Marine research",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38-7/media/bm2718a_es38b-38-7.png
Simrad 38-9,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_9/,Fish finding,"datasheet, end-user documentation, installation drawings, operating frequency, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic transponder, Marine research, Hydrographic surveying, Underwater navigation, Data transfer",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38-9/media/bm2720a_38khz_250x172-38-9.png
Simrad ES38-7,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38_7/,Fish finding,"end-user documentation, installation drawings, ocean science, transducer cable, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Hydroacoustic technology, Acoustic positioning, Marine research, Underwater exploration, Environmental monitoring",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/es38-7/media/es38-7.png
Simrad ES38-10,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-10/,Fish finding,"End-user documentation, Installation drawings, Operating frequency, Circular beamwidth, Cable length","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Hydrographic surveying, Underwater mapping, Environmental monitoring, High-precision positioning",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/es38-10/media/bm2720a_38khz_250x172-es38-10.png
Simrad ES38-18DK,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18dk/,Fish finding,"datasheet, end-user documentation, drawings, nominal frequency, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, High-precision positioning, Data transfer",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/38-and-es38/es38-18dk-split/bm010416_001_001_es38_18dk_photo_250px_web.png
Simrad ES38B,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38b/,Fish finding,"fish finding, scientific research, echo sounder, underwater exploration, marine navigation","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic technology, Underwater communication, Sensor fusion, Wireless technology, Remote control, Marine research",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/38-and-es38/es38b/bm2718a_es38b.png
Simrad ES38DD,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38dd/,Fish finding,"datasheet, end-user documentation, installation drawings, nominal frequency, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic transponder, Marine research, Hydrographic surveying, Environmental monitoring, High-precision positioning","https://www.kongsberg.com/contentassets/42d08d9797044d10b8dd5fe25cc3a6f5/limited_maintenance_banner3_tilt.png?width=500&rxy=0.5,0.5"
Simrad 38/200 Combi C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_200_combi_c/,Fish finding,"datasheet, end-user documentation, installation drawings, frequency, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Product Type, Sonar technology, Application, Marine research, Navigation, High-precision positioning, Communication",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38200-combi-c/media/bm2747a_38_200_combi_c_250x123-1.png
Simrad 38/200 Combi D,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_200_combi_d/,Fish finding,"datasheet, end-user documentation, installation drawings, circular beamwidth, cable length","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Product Type, Sonar technology, Application, Marine research, Navigation, High-precision positioning, Communication",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38200-combi-c/media/bm2747a_38_200_combi_c_250x123-1.png
Simrad ES38-18/200-18C,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18-200-18c/,Fish finding,"fish finding, underwater science systems, transducer cable, subsea connector, professional equipment","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic positioning, Marine research, Hydrographic surveying, Environmental monitoring, Data transfer",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/es38-18200-18c/media/bm010412_001_001_es38-18_200-18c_photo_250px_web.png
Simrad ES38-18/200-18CR,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18-200-18cr/,Fish finding,"fish finding, underwater science systems, professional equipment, sales organization, worldwide support","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, Hydrographic survey, Data transfer",https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/es38-18200-18cr/media/es38-18-200-18cr.png
Simrad ES38-12,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38_12/,Fish finding,"datasheet, end-user documentation, installation drawings, operating frequency, circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Hydrographic surveying, Underwater mapping, Environmental monitoring, High-precision positioning",https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm01970_005_001_sales_359x251px_web.jpg?width=360
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic transponder, Marine research, Hydrographic surveying, Underwater navigation, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic transponder, Marine research, High-precision positioning, Autonomous systems, Underwater navigation",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Acoustic positioning, Marine research, Hydrographic surveying, Environmental monitoring, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, High-precision positioning, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, High-precision positioning, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, High-precision positioning, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Underwater imaging, Hydroacoustic technology, Acoustic positioning, Marine research, Underwater exploration, Environmental monitoring",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic technology, Underwater communication, Sensor fusion, Wireless technology, Remote control, Marine research",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic technology, Underwater communication, Sensor fusion, Wireless technology, Remote control, Marine research",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, High-precision positioning, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Hydrographic surveying, Underwater mapping, Environmental monitoring, High-precision positioning",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic technology, Underwater communication, Sensor fusion, Wireless technology, Remote control, Marine research",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
Simrad C-All,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,Fish finding,"Installation, Sales documents, Certificates and declarations, Frequencies, Circular beamwidth","{
    'Product Type': ['fish finding', 'sonar technology', 'underwater imaging', 'hydroacoustic technology', 'acoustic positioning'],
    'Technology': ['acoustic transponder', 'wideband codes', 'acoustic telemetry', 'sensor interface', 'acoustic technology'],
    'Application': ['marine research', 'underwater exploration', 'environmental monitoring', 'hydrographic survey', 'fishery surveys'],
    'Navigation': ['positioning system', 'SSBL positioning', 'LBL positioning', 'underwater tracking', 'high-precision positioning'],
    'Communication': ['underwater communication', 'subsea communication', 'remote control', 'wireless technology', 'data transfer']
}","Fish finding, Sonar technology, Acoustic transponder, Marine research, Underwater exploration, Environmental monitoring, High-precision positioning, Data transfer",https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png
