Product_Name,Product category,url,image_url,product_tags
HiPAP 502 - High Precision Acoustic Positioning System,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-502-high/,"https://www.kongsberg.com/contentassets/a87041336a24403ca648192dcf253ea1/hipap-502-300x393.jpg?width=500&rxy=0.5,0.5","Positioning system, Navigation system, Acoustic Telemetry, Hydroacoustic Positioning, Dynamic Positioning Reference, Underwater Communication"
HiPAP 502P - High Precision Acoustic Positioning System,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap-502p-high-precision-acoustic-positioning-system/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,"Positioning system, Navigation system, Acoustic Telemetry, Hydroacoustic Positioning, Dynamic Positioning Reference, Subsea Survey"
HiPAP 602 - High Precision Acoustic Positioning System,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/hipap602/,"https://www.kongsberg.com/contentassets/06165324ca3641e98ad66fc59f0b90d9/hipap-602-and-mining---v2.png?width=1500&rxy=0.5,0.5","Positioning system, Navigation system, Hydroacoustic Positioning, Acoustic Telemetry, Subsea Survey, ROV integration"
"Hydroacoustic Aided Inertial Navigation, ROV applications",Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/hydroacoustic-aided-inertial-navigation-rov-auv-applications/,"https://www.kongsberg.com/contentassets/e8782c916f004e11bb27349018be1afb/hain-subsea-700x493.jpg?width=500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Inertial Measurement Unit, ROV integration, Dynamic Positioning Reference"
K-Sync Synchronization unit,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/k-sync/,"https://www.kongsberg.com/contentassets/4a13f33b3968442b813cd60ce99793b2/header1600x500_2.png?width=1500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Subsea Survey, Underwater Communication"
Kongsberg Camera Cluster,Surveillance & monitoring,https://www.kongsberg.com/maritime/products/situational-awareness/kongsberg-camera-cluster/,"https://www.kongsberg.com/contentassets/3a9fe501f0af4b82aaf3c945368dbabc/yara_birkeland.jpg?width=1500&rxy=0.5,0.5","Underwater, USV, Advanced Navigation System, Marine Survey, Maritime Surveillance, Subsea Mapping"
Kongsberg Camera Cluster,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/situational-awareness/kongsberg-camera-cluster/,"https://www.kongsberg.com/contentassets/3a9fe501f0af4b82aaf3c945368dbabc/yara_birkeland.jpg?width=1500&rxy=0.5,0.5","Underwater, USV, Advanced Navigation System, Marine Survey, Maritime Surveillance, Subsea Mapping"
Kongsberg Camera Cluster,Autonomous and uncrewed solutions,https://www.kongsberg.com/maritime/products/situational-awareness/kongsberg-camera-cluster/,"https://www.kongsberg.com/contentassets/3a9fe501f0af4b82aaf3c945368dbabc/yara_birkeland.jpg?width=1500&rxy=0.5,0.5","Underwater, USV, Advanced Navigation System, Marine Survey, Maritime Surveillance, Subsea Mapping"
Kongsberg Proximity Assistance,Surveillance & monitoring,https://www.kongsberg.com/maritime/products/situational-awareness/proximityview/,"https://www.kongsberg.com/contentassets/530bf1381e5d44a092810612d974f782/dock-assist_miami_1920x1080.jpg?width=1500&rxy=0.5,0.5","Advanced Navigation System, 3D sonar technology, Maritime Surveillance, Marine Survey"
Kongsberg Proximity Assistance,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/situational-awareness/proximityview/,"https://www.kongsberg.com/contentassets/530bf1381e5d44a092810612d974f782/dock-assist_miami_1920x1080.jpg?width=1500&rxy=0.5,0.5","Advanced Navigation System, 3D sonar technology, Maritime Surveillance, Marine Survey"
Kongsberg Proximity Assistance,Autonomous and uncrewed solutions,https://www.kongsberg.com/maritime/products/situational-awareness/proximityview/,"https://www.kongsberg.com/contentassets/530bf1381e5d44a092810612d974f782/dock-assist_miami_1920x1080.jpg?width=1500&rxy=0.5,0.5","Advanced Navigation System, 3D sonar technology, Maritime Surveillance, Marine Survey"
Laser-based relative position sensor,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/laser-based-position-reference-system/,"https://www.kongsberg.com/contentassets/8395bcf412bf4697b0c340557678ec3a/spottrack.jpg?width=1500&rxy=0.5,0.5","Inertial Sensor, Marine Echo Sounder, Sensor Fusion Compatible, Maritime Navigation, Vessel Tracking"
ME70 multibeam echo sounder,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/me70/,"https://www.kongsberg.com/contentassets/e14222bab3cd4167ae481a65a6d7f548/bm010101_100_001_me70_screen_cap_callouts_1772px_150mm_flatten.jpg?width=750&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Oceanography, Subsea Survey"
MS70 Multibeam sonar,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/scientific-multibeam-systems/ms70/,"https://www.kongsberg.com/globalassets/discovery/simrad/multibeams/ms70/ms70-images/bm010207_001_011_ms70_screen_capture_700px_web.jpg?width=750&rxy=0.5,0.5","Multibeam echo sounder, Multibeam Echo Sounder, Seafloor Mapping, Oceanography, Deep Sea Exploration, Subsea Survey"
MW-based Long-range relative position sensor,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/long-range-relative-positioning-solution/,"https://www.kongsberg.com/contentassets/89419a6d7bec4c89a5bc7c669ca28fcc/xpr_1920x1080.jpg?width=1500&rxy=0.5,0.5","Inertial Sensor, Marine Echo Sounder, Sensor Fusion Compatible, Spoofing Mitigation, Maritime Navigation, Vessel Tracking"
MW-based Relative position sensor,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,"https://www.kongsberg.com/contentassets/a9c6eea9c01045d3a05ad5b781d196f2/header_radius.jpg?width=1500&rxy=0.5,0.5","GPS receiver, Inertial Sensor, Sensor Fusion Compatible, Maritime Navigation, Vessel Tracking"
Maritime Broadband Radio - MBR,Communication solutions,https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/maritime-broadband-radio/,"https://www.kongsberg.com/globalassets/maritime/km-products/pictures/mbr_1x9_mkii_transp.png?width=500&rxy=0.5,0.5","Radio, Surface, reconfigurable SDR, VDES technology, Maritime Communication, Navigation Systems"
MicroPAP (µPAP) - Compact acoustic positioning system,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/pap-micropap-compact-acoustic-positioning-system/,"https://www.kongsberg.com/contentassets/cbde5c62d8044b3db35b3f81323958c0/micropap-a4-horizontal-4.jpg?width=1500&rxy=0.5,0.5","Positioning system, Navigation system, Acoustic Telemetry, Hydroacoustic Positioning, Dynamic Positioning Reference, ROV integration"
Motion Reference Unit,Inertial solutions,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/mru/,"https://www.kongsberg.com/contentassets/558a9f6ec74f4940be431a884a48e8b3/mru_family.jpg?width=1500&rxy=0.5,0.5","Motion Reference Unit, Inertial Measurement, Marine Navigation, Motion Compensation, MEMS gyro, Sensor Data Optimization"
"Multibeam Sonar, Flexview",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/flexview/,"https://www.kongsberg.com/contentassets/425fa353803d4c19bd4b4b1175da9081/flexview-1020x679.jpg?width=500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Subsea Survey"
"Multibeam sonar, M3 Sonar®",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3/,"https://www.kongsberg.com/contentassets/4f76fece62e74f48ad12594d3a8c04c0/02_m3.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, Single beam echo sounder, High-Resolution Sonar, Multibeam Echo Sounder, Seafloor Mapping, Subsea Survey"
NavLab - Generic simulation and post-processing navigation software,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/navlab-generic-simulation-and-post-processing-navigation-software/,"https://www.kongsberg.com/contentassets/9479363f9c6b483eb6ed25e99ce7085a/nav-lab-700x388.png?width=500&rxy=0.5,0.5","Navigation Simulation, Motion Reference Unit, Attitude Determination, Inertial Measurement, Marine Navigation, Post-Processing Analysis"
NavLab - Generic simulation and post-processing navigation software,Inertial solutions,https://www.kongsberg.com/maritime/products/marine-robotics/underwater-vehicle-instruments/navlab-generic-simulation-and-post-processing-navigation-software/,"https://www.kongsberg.com/contentassets/9479363f9c6b483eb6ed25e99ce7085a/nav-lab-700x388.png?width=500&rxy=0.5,0.5","Navigation Simulation, Motion Reference Unit, Attitude Determination, Inertial Measurement, Marine Navigation, Post-Processing Analysis"
Non-Differential Position Sensors,Surface navigation & positioning,https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/non-differential-position-sensors/,"https://www.kongsberg.com/contentassets/206ecaf8351d45a9aa3b1981c6b8f966/dps_i4_mgc_1020x495.png?width=750&rxy=0.5,0.5","Inertial Sensor, GPS receiver, Sensor Fusion Compatible, Spoofing Mitigation, Maritime Navigation, Vessel Tracking"
Ocean view,Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/ocean-view/,"https://www.kongsberg.com/contentassets/316ab8c7d1e24ea99bd9391235a481ea/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Dynamic Positioning Reference, Subsea Survey, Underwater Communication"
Ocean view,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/ocean-view/,"https://www.kongsberg.com/contentassets/316ab8c7d1e24ea99bd9391235a481ea/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Dynamic Positioning Reference, Subsea Survey, Underwater Communication"
PI Portable hydrophone,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/portable-hydrophone/,https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/hydrophones/bm012108g_0350_pi32_hydrophone_portable.png,"Portable Transducer, Echosounder Transducer, Frequency Adjustment, Split-Beam Transducer, Fish Finding, Underwater Survey"
PI Purse seine hydrophone,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/purse-seine-hydrophone/,"https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/hydrophones/bm012108a_0500_pi32_hydrophone.png?width=750&rxy=0.5,0.5","Echosounder Transducer, Portable Transducer, Split-Beam Transducer, Fish Finding, Hydroacoustic Synchronization"
PI Trawl hydrophone,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherycatch/hydrophones/Trawl-hydrophone/,https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-systems/hydrophones/hydrophone-illustrations/bm012108b_0400_pi32_hydrophone_special.jpg,"Portable Transducer, Echosounder Transducer, Split-Beam Transducer, Fish Finding, Underwater Survey"
PX MultiSensor Charger,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/cm-sensors/pxcharger/,"https://www.kongsberg.com/globalassets/discovery/simrad/gear-monitoring-sensors/px-family-common-blocks/px-family-images/bm012229-100_0500_web_px_sensor_battery_charging.png?width=750&rxy=0.5,0.5","Echosounder Transducer, Transceiver Marine Research, Fish Finding, Underwater Survey"
"Portable Hydrographic System, M3 Sonar®",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/sonars/sonars-for-marine-site-inspection/m3-sonar-PHS/,"https://www.kongsberg.com/contentassets/d08ab59d2858463f8e2f4336f11b788a/m3-sonar-image-of-concrete-mats.jpg?width=1500&rxy=0.5,0.5","Multibeam echo sounder, High-Resolution Sonar, Seafloor Mapping, Subsea Survey, Oceanography, Side-Scan Sonar"
Remote Services for HiPAP systems,Underwater navigation & positioning,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/remote-services-for-hipap-systems/,"https://www.kongsberg.com/contentassets/9f0076a15bb043aba1a91b86623fea90/k-ims_700x278.jpg?width=750&rxy=0.5,0.5","Navigation system, Positioning system, Hydroacoustic Positioning, Inertial Measurement Unit, Subsea Survey, Underwater Communication"
SIS 5 - Multibeam echosounder software,Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/seafloor-information-system-5/,"https://www.kongsberg.com/globalassets/discovery/mapping/sis/sis-media/sis-screenshot-1020x482.jpg?width=1500&rxy=0.5,0.5","Multibeam echosounder software, Pitch And Roll Stabilization, Geophysical Survey, Seafloor Mapping"
SIS 5 - Multibeam echosounder software,Geophysical survey,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/seafloor-information-system-5/,"https://www.kongsberg.com/globalassets/discovery/mapping/sis/sis-media/sis-screenshot-1020x482.jpg?width=1500&rxy=0.5,0.5","Multibeam echosounder software, Pitch And Roll Stabilization, Geophysical Survey, Seafloor Mapping"
Sensor Fusion,Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-fusion/,"https://www.kongsberg.com/contentassets/fde484dd9f774093a0199bb61c967cc9/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Data Management, Industrial IoT, Cloud-Based, Sensor Data Analysis, Data Visualization, Environmental Monitoring"
Sensor remote,Cloud solution,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-remote/,"https://www.kongsberg.com/contentassets/86a9177bf6504de7ac77f4726baa03ad/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5","Data Management, Industrial IoT, Cloud-Based, Sensor Data Analysis, Data Visualization, Situational Awareness"
"Side scan echo sounder, EA400",Seafloor mapping,https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/es_bottommapping/EA400-600/,"https://www.kongsberg.com/contentassets/a1503bc8d3a341a58747e073f081aa96/ss200k-campbeltown_wreck_scotl.jpg?width=1500&rxy=0.5,0.5","Single beam echo sounder, Side-Scan Sonar, Seafloor Mapping, Subsea Survey"
Simrad 12-16/60,Seafloor mapping,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td12khz/12-16-60/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/012-khz/12-1660/media/bm010401_002_001_transducer_12_16_60_250px_web.jpg,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Split-Beam Transducer, Fish Finding, Underwater Survey"
Simrad 12-16/60,Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td12khz/12-16-60/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/012-khz/12-1660/media/bm010401_002_001_transducer_12_16_60_250px_web.jpg,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Split-Beam Transducer, Fish Finding, Underwater Survey"
Simrad 12-16/60,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td12khz/12-16-60/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/012-khz/12-1660/media/bm010401_002_001_transducer_12_16_60_250px_web.jpg,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Split-Beam Transducer, Fish Finding, Underwater Survey"
Simrad 120-25,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-120-25/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2709a_es120-7_200x285.png,"Echosounder Transducer, Transceiver Marine Research, Single-Beam Transducer, Fish Finding, Underwater Survey"
Simrad 18-11,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/td18khz/18-11/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/018-khz/18-11/media/bm010401_002_001_transducer_12_16_60_250px_web.jpg,"Echosounder Transducer, Transceiver Marine Research, Split-Beam Transducer, Fish Finding, Underwater Survey"
Simrad 200-7C,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7c/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2709a_es120-7_200x285.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Dual Frequency, Fish Finding, Underwater Survey"
Simrad 200-7F,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7f/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2713c_200-7f.png,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Fish Finding, Hydroacoustic Synchronization, Underwater Survey"
Simrad 200-7G,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/simrad-200-7g/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/200-and-es200/bm2705c_200-7g.png,"Echosounder Transducer, Portable Transducer, Fish Finding, Hydroacoustic Synchronization"
Simrad 38-7,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_7/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38-7/media/bm2718a_es38b-38-7.png,"Echosounder Transducer, Transducer Marine Research, Split-Beam Transducer, Fish Finding, Fish Stock Assessment, Underwater Survey"
Simrad 38-9,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_9/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38-9/media/bm2720a_38khz_250x172-38-9.png,"Echosounder Transducer, Transceiver Marine Research, Split-Beam Transducer, Fish Finding, Fish Stock Assessment, Underwater Survey"
Simrad 38/200 Combi C,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_200_combi_c/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38200-combi-c/media/bm2747a_38_200_combi_c_250x123-1.png,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Fish Finding, Underwater Survey"
Simrad 38/200 Combi D,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/38_200_combi_d/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/038-khz/38200-combi-c/media/bm2747a_38_200_combi_c_250x123-1.png,"Echosounder Transducer, Dual Frequency, Fish Finding, Underwater Survey"
Simrad 50-18,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-18/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2722a_50-18.png,"Echosounder Transducer, Portable Transducer, Fish Finding, Underwater Survey"
Simrad 50-18POR,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-18por/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2723a_50-18por.png,"Echosounder Transducer, Portable Transducer, Fish Finding, Hydroacoustic Synchronization"
Simrad 50-7,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50-7/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2720a_38khz_250x172-50-7.png,"Echosounder Transducer, Transceiver Marine Research, Single-Beam Transducer, Fish Finding, Underwater Survey"
Simrad 50/200 Combi C,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/simrad-50200-combi-c/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2747a_38_200_combi_c_250x123.png,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Fish Finding, Underwater Survey"
Simrad 50/200 Combi D,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-50khz-transducers/50_200_combi_d/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/50/bm2747a_38_200_combi_c_250x123.png,"Echosounder Transducer, Transceiver Marine Research, Dual Frequency, Fish Finding, Hydroacoustic Synchronization, Underwater Survey"
Simrad BR90,Fish finding,https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/,"https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/logo-and-bottom-logo-line/simrad_bottom_line_en.png?width=750&rxy=0.5,0.5","Radio, Transceiver, Modem Software, reconfigurable SDR, Maritime Communication, Navigation Systems"
Simrad BR90,Communication solutions,https://www.kongsberg.com/maritime/products/bridge-systems-and-control-centres/broadband-radios/br90/,"https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/logo-and-bottom-logo-line/simrad_bottom_line_en.png?width=750&rxy=0.5,0.5","Radio, Transceiver, Modem Software, reconfigurable SDR, Maritime Communication, Navigation Systems"
Simrad C-All,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Frequency Adjustment, Fish Finding, Underwater Survey"
Simrad C-All,Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Frequency Adjustment, Fish Finding, Underwater Survey"
Simrad C-All,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Frequency Adjustment, Fish Finding, Underwater Survey"
Simrad C-All,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Frequency Adjustment, Fish Finding, Underwater Survey"
Simrad C-All,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/c-all/,https://www.kongsberg.comhttps://www.simrad.net/c-all/images/BM010427_001_001_c_all_600px_web.png,"Echosounder Transducer, Transceiver Marine Research, Broadband Sweeps, Frequency Adjustment, Fish Finding, Underwater Survey"
Simrad CP200-5C,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/cp200-5c/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,"Sub-bottom profiler, Underwater Altimeters, Low Frequency Transducers, Pitch And Roll Stabilization, Geophysical Survey, Seafloor Mapping"
Simrad CP200-5C,Seafloor mapping,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/cp200-5c/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,"Sub-bottom profiler, Underwater Altimeters, Low Frequency Transducers, Pitch And Roll Stabilization, Geophysical Survey, Seafloor Mapping"
Simrad CP200-5C,Geophysical survey,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/200-khz/cp200-5c/,https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png,"Sub-bottom profiler, Underwater Altimeters, Low Frequency Transducers, Pitch And Roll Stabilization, Geophysical Survey, Seafloor Mapping"
Simrad CP60,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisheryadcp/cp60/,"https://www.kongsberg.com/globalassets/discovery/simrad/echo-sounders-and-adcp/cp60/cp60-images/cd019902_xxx_cp60_logo_250x250px.png?width=500&rxy=0.5,0.5","Echosounder Transducer, Transceiver Marine Research, Frequency Adjustment, Fish Finding, Fish Stock Assessment, Underwater Survey"
Simrad CS90,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/fisherysonar/cs90/,"https://www.kongsberg.com/globalassets/discovery/simrad/sonars/cs90/cs90-images/cd019902_xxx_ca90_logo_250px.png?width=500&rxy=0.5,0.5","Echosounder Transducer, Software Documentation, Broadband Sweeps, Frequency Adjustment, Fish Finding, Underwater Survey"
Simrad EC150-3C (ADCP),Fishery & ocean research,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/adcp/ec150-3c/,https://www.kongsberg.comhttps://www.simrad.net/ek80/images/ec150_3c_250px.png,"Oceanographic Instrument, Echo Sounder System, acoustic Doppler, Wideband Technology, Environmental Monitoring, Scientific Research"
Simrad EK15,Fish finding,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/simrad-ek15/,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm019703_003_001_bridge_sunset_360x250px_web.jpg?width=360,"Echosounder Transducer, Software Documentation, Dual Frequency, Split-Beam Transducer, Fish Finding, Hydroacoustic Synchronization"
Simrad EK60,Fish finding,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/simrad-ek60/,https://www.kongsberg.com/globalassets/discovery/simrad/_generic-images/generic-teaser-images/bm019703_003_001_bridge_sunset_360x250px_web.jpg?width=360,"Echosounder Transducer, Transceiver Marine Research, Frequency Adjustment, Split-Beam Transducer, Fish Finding, Fish Stock Assessment"
Simrad ES120-18CDK,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,https://www.kongsberg.com/contentassets/8c013f45b1d34dc8820cfd9a6e605959/photo1.png,"Oceanographic Instrument, Sonar Technology, Split-Beam Transducer, Wideband Technology, Environmental Monitoring, Scientific Research"
Simrad ES120-18CDK,Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-18cdk/,https://www.kongsberg.com/contentassets/8c013f45b1d34dc8820cfd9a6e605959/photo1.png,"Oceanographic Instrument, Sonar Technology, Split-Beam Transducer, Wideband Technology, Environmental Monitoring, Scientific Research"
Simrad ES120-7C,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2721a_es120-7c_200x206.png,"Oceanographic Instrument, Sonar Technology, Split-Beam Transducer, Wideband Technology, Fish Stock Assessment, Scientific Research"
Simrad ES120-7C,Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/es120-7c/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/bm2721a_es120-7c_200x206.png,"Oceanographic Instrument, Sonar Technology, Split-Beam Transducer, Wideband Technology, Fish Stock Assessment, Scientific Research"
Simrad ES120-7CD,Fish finding,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/photoes120-7cd.png,"Oceanographic Instrument, Sonar Technology, Split-Beam Transducer, Wideband Technology, Environmental Monitoring, Scientific Research"
Simrad ES120-7CD,Fishery & ocean research,https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-120khz-transducers/simrad-es120-7cd/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/120-and-es120/photoes120-7cd.png,"Oceanographic Instrument, Sonar Technology, Split-Beam Transducer, Wideband Technology, Environmental Monitoring, Scientific Research"
